date,event_info_number,event_name,event_link,odds,odds2,datum
2023-06-21 16:07:17.337004,8168,Ivan Korčok,/stavkovanie/politika/slovensko-prezidentske-volby-2024/ivan-korcok-MSK76902164,1.65,30.06. 22:00,30.06. 22:00
2023-06-21 16:07:17.337004,8169,Peter Pellegrini,/stavkovanie/politika/slovensko-prezidentske-volby-2024/peter-pellegrini-MSK76902165,4.2,30.06. 22:00,30.06. 22:00
2023-06-21 16:07:17.337004,8171,Robert Fico,/stavkovanie/politika/slovensko-prezidentske-volby-2024/robert-fico-MSK76902167,6.5,30.06. 22:00,30.06. 22:00
2023-06-21 16:07:17.337004,8173,Ján Kubiš,/stavkovanie/politika/slovensko-prezidentske-volby-2024/jan-kubis-MSK76902170,7.5,30.06. 22:00,30.06. 22:00
2023-06-21 16:07:17.337004,8176,Robert Mistrík,/stavkovanie/politika/slovensko-prezidentske-volby-2024/robert-mistrik-MSK76902171,7.5,30.06. 22:00,30.06. 22:00
2023-06-21 16:07:17.337004,8177,Miroslav Lajčák,/stavkovanie/politika/slovensko-prezidentske-volby-2024/miroslav-lajcak-MSK76902172,10.0,30.06. 22:00,30.06. 22:00
2023-06-21 16:07:17.337004,8178,Peter Weiss,/stavkovanie/politika/slovensko-prezidentske-volby-2024/peter-weiss-MSK76902173,13.0,30.06. 22:00,30.06. 22:00
2023-06-21 16:07:17.337004,8179,Maroš Žilinka,/stavkovanie/politika/slovensko-prezidentske-volby-2024/maros-zilinka-MSK76902175,25.0,30.06. 22:00,30.06. 22:00
2023-06-21 16:07:17.337004,8185,Radoslav Procházka,/stavkovanie/politika/slovensko-prezidentske-volby-2024/radoslav-prochazka-MSK76902178,35.0,30.06. 22:00,30.06. 22:00
2023-06-21 16:07:17.337004,8188,Štefan Harabin,/stavkovanie/politika/slovensko-prezidentske-volby-2024/stefan-harabin-MSK76902181,40.0,30.06. 22:00,30.06. 22:00
2023-06-21 16:07:17.337004,8192,Miriam Lexmann,/stavkovanie/politika/slovensko-prezidentske-volby-2024/miriam-lexmann-MSK76902182,55.0,30.06. 22:00,30.06. 22:00
2023-06-21 16:07:17.337004,8194,Andrej Kiska,/stavkovanie/politika/slovensko-prezidentske-volby-2024/andrej-kiska-MSK76902185,100.0,30.06. 22:00,30.06. 22:00
2023-06-21 16:07:17.337004,8197,Iveta Radičová,/stavkovanie/politika/slovensko-prezidentske-volby-2024/iveta-radicova-MSK76902186,100.0,30.06. 22:00,30.06. 22:00
2023-06-21 16:07:17.337004,8198,Igor Matovič,/stavkovanie/politika/slovensko-prezidentske-volby-2024/igor-matovic-MSK76902191,150.0,30.06. 22:00,30.06. 22:00
2023-06-21 16:07:17.337004,8201,Béla Bugár,/stavkovanie/politika/slovensko-prezidentske-volby-2024/bela-bugar-MSK76902192,200.0,30.06. 22:00,30.06. 22:00
2023-06-21 16:07:17.337004,8206,Andrej Danko,/stavkovanie/politika/slovensko-prezidentske-volby-2024/andrej-danko-MSK76902194,250.0,30.06. 22:00,30.06. 22:00
2023-06-21 16:07:17.337004,8210,Mikuláš Dzurinda,/stavkovanie/politika/slovensko-prezidentske-volby-2024/mikulas-dzurinda-MSK76902196,250.0,30.06. 22:00,30.06. 22:00
2023-06-21 16:07:17.337004,8215,Marian Kotleba,/stavkovanie/politika/slovensko-prezidentske-volby-2024/marian-kotleba-MSK76902201,250.0,30.06. 22:00,30.06. 22:00
2023-06-21 16:07:17.337004,8217,Győrgy Gyimesi,/stavkovanie/politika/slovensko-prezidentske-volby-2024/gyorgy-gyimesi-MSK76902202,275.0,30.06. 22:00,30.06. 22:00
2023-06-21 16:07:17.337004,8218,Eduard Chmelár,/stavkovanie/politika/slovensko-prezidentske-volby-2024/eduard-chmelar-MSK76902204,275.0,30.06. 22:00,30.06. 22:00
2023-06-21 16:07:17.337004,8219,Vladimír Mečiar,/stavkovanie/politika/slovensko-prezidentske-volby-2024/vladimir-meciar-MSK76902206,275.0,30.06. 22:00,30.06. 22:00
2023-06-22 04:07:24.017179,8168,Ivan Korčok,/stavkovanie/politika/slovensko-prezidentske-volby-2024/ivan-korcok-MSK76902164,1.65,30.06. 22:00,30.06. 22:00
2023-06-22 04:07:24.017179,8169,Peter Pellegrini,/stavkovanie/politika/slovensko-prezidentske-volby-2024/peter-pellegrini-MSK76902165,4.2,30.06. 22:00,30.06. 22:00
2023-06-22 04:07:24.017179,8171,Robert Fico,/stavkovanie/politika/slovensko-prezidentske-volby-2024/robert-fico-MSK76902167,6.5,30.06. 22:00,30.06. 22:00
2023-06-22 04:07:24.017179,8173,Ján Kubiš,/stavkovanie/politika/slovensko-prezidentske-volby-2024/jan-kubis-MSK76902170,7.5,30.06. 22:00,30.06. 22:00
2023-06-22 04:07:24.017179,8176,Robert Mistrík,/stavkovanie/politika/slovensko-prezidentske-volby-2024/robert-mistrik-MSK76902171,7.5,30.06. 22:00,30.06. 22:00
2023-06-22 04:07:24.017179,8177,Miroslav Lajčák,/stavkovanie/politika/slovensko-prezidentske-volby-2024/miroslav-lajcak-MSK76902172,10.0,30.06. 22:00,30.06. 22:00
2023-06-22 04:07:24.017179,8178,Peter Weiss,/stavkovanie/politika/slovensko-prezidentske-volby-2024/peter-weiss-MSK76902173,13.0,30.06. 22:00,30.06. 22:00
2023-06-22 04:07:24.017179,8179,Maroš Žilinka,/stavkovanie/politika/slovensko-prezidentske-volby-2024/maros-zilinka-MSK76902175,25.0,30.06. 22:00,30.06. 22:00
2023-06-22 04:07:24.017179,8185,Radoslav Procházka,/stavkovanie/politika/slovensko-prezidentske-volby-2024/radoslav-prochazka-MSK76902178,35.0,30.06. 22:00,30.06. 22:00
2023-06-22 04:07:24.017179,8188,Štefan Harabin,/stavkovanie/politika/slovensko-prezidentske-volby-2024/stefan-harabin-MSK76902181,40.0,30.06. 22:00,30.06. 22:00
2023-06-22 04:07:24.017179,8192,Miriam Lexmann,/stavkovanie/politika/slovensko-prezidentske-volby-2024/miriam-lexmann-MSK76902182,55.0,30.06. 22:00,30.06. 22:00
2023-06-22 04:07:24.017179,8194,Andrej Kiska,/stavkovanie/politika/slovensko-prezidentske-volby-2024/andrej-kiska-MSK76902185,100.0,30.06. 22:00,30.06. 22:00
2023-06-22 04:07:24.017179,8197,Iveta Radičová,/stavkovanie/politika/slovensko-prezidentske-volby-2024/iveta-radicova-MSK76902186,100.0,30.06. 22:00,30.06. 22:00
2023-06-22 04:07:24.017179,8198,Igor Matovič,/stavkovanie/politika/slovensko-prezidentske-volby-2024/igor-matovic-MSK76902191,150.0,30.06. 22:00,30.06. 22:00
2023-06-22 04:07:24.017179,8201,Béla Bugár,/stavkovanie/politika/slovensko-prezidentske-volby-2024/bela-bugar-MSK76902192,200.0,30.06. 22:00,30.06. 22:00
