date,market_title,title,identifier,odd_name,value
2021-09-29T16:29:10.228999,Vítěz,"SPOLU (ODS, KDU-ČSL, TOP 09)",12994,Vítěz,1.35
2021-09-29T16:29:10.228999,Vítěz,Piráti+STAN,13002,Vítěz,3.5
2021-09-29T16:29:10.228999,Vítěz,ANO 2011,13022,Vítěz,7.0
2021-09-29T16:29:10.228999,Vítěz,SPD,13089,Vítěz,300.0
2021-09-29T16:29:10.228999,Vítěz,Trikolóra + Svobodní + Soukromníci,13092,Vítěz,300.0
2021-09-30T04:24:49.145894,Vítěz,"SPOLU (ODS, KDU-ČSL, TOP 09)",12994,Vítěz,1.3
2021-09-30T04:24:49.145894,Vítěz,Piráti+STAN,13002,Vítěz,3.5
2021-09-30T04:24:49.145894,Vítěz,ANO 2011,13022,Vítěz,7.0
2021-09-30T04:24:49.145894,Vítěz,SPD,13089,Vítěz,300.0
2021-09-30T04:24:49.145894,Vítěz,Trikolóra + Svobodní + Soukromníci,13092,Vítěz,300.0
2021-09-30T16:29:20.986954,Vítěz,"SPOLU (ODS, KDU-ČSL, TOP 09)",12994,Vítěz,1.2
2021-09-30T16:29:20.986954,Vítěz,Piráti+STAN,13002,Vítěz,3.5
2021-09-30T16:29:20.986954,Vítěz,ANO 2011,13022,Vítěz,7.0
2021-09-30T16:29:20.986954,Vítěz,SPD,13089,Vítěz,300.0
2021-09-30T16:29:20.986954,Vítěz,Trikolóra + Svobodní + Soukromníci,13092,Vítěz,300.0
2021-10-01T04:24:57.629568,Vítěz,"SPOLU (ODS, KDU-ČSL, TOP 09)",12994,Vítěz,1.2
2021-10-01T04:24:57.629568,Vítěz,Piráti+STAN,13002,Vítěz,3.5
2021-10-01T04:24:57.629568,Vítěz,ANO 2011,13022,Vítěz,7.0
2021-10-01T04:24:57.629568,Vítěz,SPD,13089,Vítěz,300.0
2021-10-01T04:24:57.629568,Vítěz,Trikolóra + Svobodní + Soukromníci,13092,Vítěz,300.0
