date,event_info_number,event_name,event_link,header1,header2,odd1,odd2,datum
2024-02-07 20:07:51.834981,30304,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK98695727,- 49.01,+ 49.01,2.26,1.55,23.03. 07:00
2024-02-07 20:07:51.834981,30306,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK98696261,- 50.51,+ 50.51,1.84,1.84,23.03. 07:00
2024-02-08 04:09:01.052381,30304,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK98695727,- 49.01,+ 49.01,2.26,1.55,23.03. 07:00
2024-02-08 04:09:01.052381,30306,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK98696261,- 50.51,+ 50.51,1.84,1.84,23.03. 07:00
2024-02-08 12:09:01.372294,30304,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK98695727,- 49.01,+ 49.01,2.26,1.55,23.03. 07:00
2024-02-08 12:09:01.372294,30306,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK98696261,- 50.51,+ 50.51,1.84,1.84,23.03. 07:00
2024-02-08 20:08:04.081708,30304,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK98695727,- 49.01,+ 49.01,2.26,1.55,23.03. 07:00
2024-02-08 20:08:04.081708,30306,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK98696261,- 50.51,+ 50.51,1.84,1.84,23.03. 07:00
2024-02-09 04:08:18.651063,30304,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK98695727,- 49.01,+ 49.01,2.26,1.55,23.03. 07:00
2024-02-09 04:08:18.651063,30306,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK98696261,- 50.51,+ 50.51,1.84,1.84,23.03. 07:00
2024-02-09 12:09:03.469324,30304,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK98695727,- 49.01,+ 49.01,2.38,1.5,23.03. 07:00
2024-02-09 12:09:03.469324,30306,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK98696261,- 50.51,+ 50.51,1.84,1.84,23.03. 07:00
2024-02-09 20:08:03.083374,30304,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK98695727,- 49.01,+ 49.01,2.38,1.5,23.03. 07:00
2024-02-09 20:08:03.083374,30306,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK98696261,- 50.51,+ 50.51,1.84,1.84,23.03. 07:00
2024-02-10 04:08:37.982036,30304,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK98695727,- 49.01,+ 49.01,2.38,1.5,23.03. 07:00
2024-02-10 04:08:37.982036,30306,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK98696261,- 50.51,+ 50.51,1.84,1.84,23.03. 07:00
2024-02-10 12:08:53.545430,30304,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK98695727,- 49.01,+ 49.01,2.38,1.5,23.03. 07:00
2024-02-10 12:08:53.545430,30306,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK98696261,- 50.51,+ 50.51,1.84,1.84,23.03. 07:00
2024-02-10 20:07:53.729734,30304,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK98695727,- 49.01,+ 49.01,2.38,1.5,23.03. 07:00
2024-02-10 20:07:53.729734,30306,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK98696261,- 50.51,+ 50.51,1.84,1.84,23.03. 07:00
2024-02-11 04:08:51.467942,30304,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK98695727,- 49.01,+ 49.01,2.38,1.5,23.03. 07:00
2024-02-11 04:08:51.467942,30306,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK98696261,- 50.51,+ 50.51,1.84,1.84,23.03. 07:00
2024-03-05 20:08:06.805093,27135,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK99365321,- 52.01,+ 52.01,2.26,1.55,23.03. 07:00
2024-03-05 20:08:06.805093,29378,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK100002379,- 53.01,+ 53.01,1.84,1.84,23.03. 07:00
2024-03-06 04:08:17.141162,27135,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK99365321,- 52.01,+ 52.01,2.38,1.5,23.03. 07:00
2024-03-06 04:08:17.141162,29378,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK100002379,- 53.01,+ 53.01,1.94,1.75,23.03. 07:00
2024-03-06 12:10:25.124460,27135,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK99365321,- 52.01,+ 52.01,2.26,1.55,23.03. 07:00
2024-03-06 12:10:25.124460,29378,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK100002379,- 53.01,+ 53.01,1.88,1.8,23.03. 07:00
2024-03-06 20:07:55.819451,27135,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK99365321,- 52.01,+ 52.01,2.26,1.55,23.03. 07:00
2024-03-06 20:07:55.819451,29378,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK100002379,- 53.01,+ 53.01,1.88,1.8,23.03. 07:00
2024-03-07 04:08:32.203203,27135,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK99365321,- 52.01,+ 52.01,2.26,1.55,23.03. 07:00
2024-03-07 04:08:32.203203,29378,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK100002379,- 53.01,+ 53.01,1.88,1.8,23.03. 07:00
2024-03-07 12:09:22.424502,27135,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK99365321,- 52.01,+ 52.01,2.26,1.55,23.03. 07:00
2024-03-07 12:09:22.424502,29378,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK100002379,- 53.01,+ 53.01,1.88,1.8,23.03. 07:00
2024-03-07 20:08:01.204493,27135,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK99365321,- 52.01,+ 52.01,2.26,1.55,23.03. 07:00
2024-03-07 20:08:01.204493,29378,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK100002379,- 53.01,+ 53.01,1.88,1.8,23.03. 07:00
2024-03-08 04:08:11.914319,27135,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK99365321,- 52.01,+ 52.01,2.26,1.55,23.03. 07:00
2024-03-08 04:08:11.914319,29378,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK100002379,- 53.01,+ 53.01,1.88,1.8,23.03. 07:00
2024-03-08 12:08:56.556454,27135,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK99365321,- 52.01,+ 52.01,2.26,1.55,23.03. 07:00
2024-03-08 12:08:56.556454,29378,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK100002379,- 53.01,+ 53.01,1.88,1.8,23.03. 07:00
2024-03-08 20:08:02.565584,27135,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK99365321,- 52.01,+ 52.01,2.26,1.55,23.03. 07:00
2024-03-08 20:08:02.565584,29378,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK100002379,- 53.01,+ 53.01,1.88,1.8,23.03. 07:00
2024-03-09 04:08:05.613687,27135,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK99365321,- 52.01,+ 52.01,2.26,1.55,23.03. 07:00
2024-03-09 04:08:05.613687,29378,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK100002379,- 53.01,+ 53.01,1.88,1.8,23.03. 07:00
2024-03-09 12:08:39.734626,27135,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK99365321,- 52.01,+ 52.01,2.26,1.55,23.03. 07:00
2024-03-09 12:08:39.734626,29378,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK100002379,- 53.01,+ 53.01,1.88,1.8,23.03. 07:00
2024-03-09 20:07:51.237254,27135,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK99365321,- 52.01,+ 52.01,2.26,1.55,23.03. 07:00
2024-03-09 20:07:51.237254,29378,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK100002379,- 53.01,+ 53.01,1.88,1.8,23.03. 07:00
2024-03-10 04:08:11.030431,27135,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK99365321,- 52.01,+ 52.01,2.26,1.55,23.03. 07:00
2024-03-10 04:08:11.030431,29378,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK100002379,- 53.01,+ 53.01,1.88,1.8,23.03. 07:00
2024-03-10 12:08:37.106936,27135,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK99365321,- 52.01,+ 52.01,2.26,1.55,23.03. 07:00
2024-03-10 12:08:37.106936,29378,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK100002379,- 53.01,+ 53.01,1.88,1.8,23.03. 07:00
2024-03-10 20:07:59.040062,27135,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK99365321,- 52.01,+ 52.01,2.26,1.55,23.03. 07:00
2024-03-10 20:07:59.040062,29378,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK100002379,- 53.01,+ 53.01,1.88,1.8,23.03. 07:00
2024-03-11 04:08:33.831508,27135,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK99365321,- 52.01,+ 52.01,2.26,1.55,23.03. 07:00
2024-03-11 04:08:33.831508,29378,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK100002379,- 53.01,+ 53.01,1.88,1.8,23.03. 07:00
2024-03-11 12:09:08.186947,27135,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK99365321,- 52.01,+ 52.01,2.05,1.67,23.03. 07:00
2024-03-11 12:09:08.186947,29378,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK100002379,- 53.01,+ 53.01,1.75,1.94,23.03. 07:00
2024-03-11 20:08:57.347785,27135,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK99365321,- 52.01,+ 52.01,2.05,1.67,23.03. 07:00
2024-03-11 20:08:57.347785,29378,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK100002379,- 53.01,+ 53.01,1.75,1.94,23.03. 07:00
2024-03-12 04:08:33.528129,27135,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK99365321,- 52.01,+ 52.01,2.05,1.67,23.03. 07:00
2024-03-12 04:08:33.528129,29378,Menej / Viac,/stavkovanie/politika/slovensko-prezidentske-volby-2024-volebna-ucast-v-v-1-kole/less-more-MSK100002379,- 53.01,+ 53.01,1.75,1.94,23.03. 07:00
