date,event_info_number,event_name,event_link,odds,datum,odds1,odds2
2025-09-29 13:14:24.205476,14923,ANO bude v příští vládě,/sazeni/politika/cesko-volby-do-ps-2025-nasledujici-vlada/ano-bude-v-pristi-vlade-MCZ197111415,,03.10. 14:00,1.01,9.5
2025-09-29 13:14:24.205476,14931,SPD bude v příští vládě,/sazeni/politika/cesko-volby-do-ps-2025-nasledujici-vlada/spd-bude-v-pristi-vlade-MCZ197111424,,03.10. 14:00,1.12,4.9
2025-09-29 13:14:24.205476,14949,Motoristé budou v příští vládě,/sazeni/politika/cesko-volby-do-ps-2025-nasledujici-vlada/motoriste-budou-v-pristi-vlade-MCZ197111444,,03.10. 14:00,1.35,2.8
2025-09-29 13:14:24.205476,14944,Stačilo! bude v příští vládě,/sazeni/politika/cesko-volby-do-ps-2025-nasledujici-vlada/stacilo-bude-v-pristi-vlade-MCZ197111440,,03.10. 14:00,4.0,1.18
2025-09-29 13:14:24.205476,14927,SPOLU bude v příští vládě,/sazeni/politika/cesko-volby-do-ps-2025-nasledujici-vlada/spolu-bude-v-pristi-vlade-MCZ197111420,,03.10. 14:00,8.0,1.03
2025-09-29 13:14:24.205476,14941,Piráti budou v příští vládě,/sazeni/politika/cesko-volby-do-ps-2025-nasledujici-vlada/pirati-budou-v-pristi-vlade-MCZ197111428,,03.10. 14:00,13.0,-1.0
2025-09-29 13:14:24.205476,14942,STAN bude v příští vládě,/sazeni/politika/cesko-volby-do-ps-2025-nasledujici-vlada/stan-bude-v-pristi-vlade-MCZ197111436,,03.10. 14:00,13.0,-1.0
2025-09-29 13:14:24.205476,14957,Přísaha bude v příští vládě,/sazeni/politika/cesko-volby-do-ps-2025-nasledujici-vlada/prisaha-bude-v-pristi-vlade-MCZ197111449,,03.10. 14:00,35.0,-1.0
2025-10-06 12:10:23.923924,12313,Příští první ministryně FINANCÍ v nové vládě bude Alena Schillerová,/sazeni/politika/cesko-volby-do-ps-2025-nasledujici-vlada/pristi-prvni-ministryne-financi-v-nove-vlade-bude-alena-schillerova-MCZ197247859,,12.10. 23:00,1.02,
2025-10-06 12:10:23.923924,12315,Příští první ministr SPRAVEDLNOSTI v nové vládě bude Radek Vondráček,/sazeni/politika/cesko-volby-do-ps-2025-nasledujici-vlada/pristi-prvni-ministr-spravedlnosti-v-nove-vlade-bude-radek-vondracek-MCZ197247861,,12.10. 23:00,1.40,
2025-10-06 12:10:23.923924,12310,Příští první ministr ZAHRANIČÍ v nové vládě bude Filip Turek,/sazeni/politika/cesko-volby-do-ps-2025-nasledujici-vlada/pristi-prvni-ministr-zahranici-v-nove-vlade-bude-filip-turek-MCZ197247857,,12.10. 23:00,2.00,
2025-10-06 12:10:23.923924,12305,Příští první ministr VNITRA v nové vládě bude Tomio Okamura,/sazeni/politika/cesko-volby-do-ps-2025-nasledujici-vlada/pristi-prvni-ministr-vnitra-v-nove-vlade-bude-tomio-okamura-MCZ197247852,,12.10. 23:00,5.00,
