date,event_info_number,event_name,event_link,odds,odds2,datum
2023-05-22 23:16:44.464682,10508,Petr Pavel,/sazeni/politika/cesko-prezidentske-volby-2028/petr-pavel-MCZ67001116,2,31.05. 22:00,31.05. 22:00
2023-05-22 23:16:44.464682,10679,Petr Fiala,/sazeni/politika/cesko-prezidentske-volby-2028/petr-fiala-MCZ67001184,7,31.05. 22:00,31.05. 22:00
2023-05-22 23:16:44.464682,10518,Danuše Nerudová,/sazeni/politika/cesko-prezidentske-volby-2028/danuse-nerudova-MCZ67001136,15,31.05. 22:00,31.05. 22:00
2023-05-22 23:16:44.464682,10691,Vít Rakušan,/sazeni/politika/cesko-prezidentske-volby-2028/vit-rakusan-MCZ67001208,15,31.05. 22:00,31.05. 22:00
2023-05-22 23:16:44.464682,10511,Andrej Babiš,/sazeni/politika/cesko-prezidentske-volby-2028/andrej-babis-MCZ67001121,25,31.05. 22:00,31.05. 22:00
2023-05-22 23:16:44.464682,11116,Miloš Vystrčil,/sazeni/politika/cesko-prezidentske-volby-2028/milos-vystrcil-MCZ67001235,25,31.05. 22:00,31.05. 22:00
2023-05-22 23:16:44.464682,12194,Pavel Fischer,/sazeni/politika/cesko-prezidentske-volby-2028/pavel-fischer-MCZ67002136,30,31.05. 22:00,31.05. 22:00
2023-05-22 23:16:44.464682,10768,Ivan Bartoš,/sazeni/politika/cesko-prezidentske-volby-2028/ivan-bartos-MCZ67001221,40,31.05. 22:00,31.05. 22:00
2023-05-22 23:16:44.464682,12211,Marek Hilšer,/sazeni/politika/cesko-prezidentske-volby-2028/marek-hilser-MCZ67002142,50,31.05. 22:00,31.05. 22:00
2023-05-22 23:16:44.464682,10547,Martin Stropnický,/sazeni/politika/cesko-prezidentske-volby-2028/martin-stropnicky-MCZ67001180,55,31.05. 22:00,31.05. 22:00
2023-05-22 23:16:44.464682,11122,Markéta Pekarová Adamová,/sazeni/politika/cesko-prezidentske-volby-2028/marketa-pekarova-adamova-MCZ67001242,55,31.05. 22:00,31.05. 22:00
2023-05-22 23:16:44.464682,11123,Lenka Bradáčová,/sazeni/politika/cesko-prezidentske-volby-2028/lenka-bradacova-MCZ67001246,60,31.05. 22:00,31.05. 22:00
