date,event_info_number,event_name,event_link,odds,datum
2023-05-22 23:16:44.464682,8368,Recep Tayyip Erdogan,/sazeni/politika/turecko-prezidentske-volby-2023/recep-tayyip-erdogan-MCZ74743085,1.05,28.05. 07:00
2023-05-22 23:16:44.464682,8369,Kemal Kilicdaroglu,/sazeni/politika/turecko-prezidentske-volby-2023/kemal-kilicdaroglu-MCZ74743088,8.0,28.05. 07:00
2023-05-22 22:39:20.882056,8368,Recep Tayyip Erdogan,/sazeni/politika/turecko-prezidentske-volby-2023/recep-tayyip-erdogan-MCZ74743085,1.05,28.05. 07:00
2023-05-22 22:39:20.882056,8369,Kemal Kilicdaroglu,/sazeni/politika/turecko-prezidentske-volby-2023/kemal-kilicdaroglu-MCZ74743088,8.0,28.05. 07:00
2023-05-23 04:07:14.674700,8368,Recep Tayyip Erdogan,/sazeni/politika/turecko-prezidentske-volby-2023/recep-tayyip-erdogan-MCZ74743085,1.05,28.05. 07:00
2023-05-23 04:07:14.674700,8369,Kemal Kilicdaroglu,/sazeni/politika/turecko-prezidentske-volby-2023/kemal-kilicdaroglu-MCZ74743088,8.0,28.05. 07:00
2023-05-23 16:07:09.841428,8368,Recep Tayyip Erdogan,/sazeni/politika/turecko-prezidentske-volby-2023/recep-tayyip-erdogan-MCZ74743085,1.05,28.05. 07:00
2023-05-23 16:07:09.841428,8369,Kemal Kilicdaroglu,/sazeni/politika/turecko-prezidentske-volby-2023/kemal-kilicdaroglu-MCZ74743088,8.0,28.05. 07:00
2023-05-24 04:07:27.734825,8368,Recep Tayyip Erdogan,/sazeni/politika/turecko-prezidentske-volby-2023/recep-tayyip-erdogan-MCZ74743085,1.05,28.05. 07:00
2023-05-24 04:07:27.734825,8369,Kemal Kilicdaroglu,/sazeni/politika/turecko-prezidentske-volby-2023/kemal-kilicdaroglu-MCZ74743088,8.0,28.05. 07:00
2023-05-24 16:07:07.213639,8368,Recep Tayyip Erdogan,/sazeni/politika/turecko-prezidentske-volby-2023/recep-tayyip-erdogan-MCZ74743085,1.02,28.05. 07:00
2023-05-24 16:07:07.213639,8369,Kemal Kilicdaroglu,/sazeni/politika/turecko-prezidentske-volby-2023/kemal-kilicdaroglu-MCZ74743088,11.0,28.05. 07:00
2023-05-25 04:07:14.927728,8368,Recep Tayyip Erdogan,/sazeni/politika/turecko-prezidentske-volby-2023/recep-tayyip-erdogan-MCZ74743085,1.02,28.05. 07:00
2023-05-25 04:07:14.927728,8369,Kemal Kilicdaroglu,/sazeni/politika/turecko-prezidentske-volby-2023/kemal-kilicdaroglu-MCZ74743088,11.0,28.05. 07:00
2023-05-25 16:07:06.303597,8368,Recep Tayyip Erdogan,/sazeni/politika/turecko-prezidentske-volby-2023/recep-tayyip-erdogan-MCZ74743085,1.02,28.05. 07:00
2023-05-25 16:07:06.303597,8369,Kemal Kilicdaroglu,/sazeni/politika/turecko-prezidentske-volby-2023/kemal-kilicdaroglu-MCZ74743088,11.0,28.05. 07:00
2023-05-26 04:07:28.874406,8368,Recep Tayyip Erdogan,/sazeni/politika/turecko-prezidentske-volby-2023/recep-tayyip-erdogan-MCZ74743085,1.02,28.05. 07:00
2023-05-26 04:07:28.874406,8369,Kemal Kilicdaroglu,/sazeni/politika/turecko-prezidentske-volby-2023/kemal-kilicdaroglu-MCZ74743088,11.0,28.05. 07:00
2023-05-26 16:07:17.676444,8368,Recep Tayyip Erdogan,/sazeni/politika/turecko-prezidentske-volby-2023/recep-tayyip-erdogan-MCZ74743085,1.03,28.05. 07:00
2023-05-26 16:07:17.676444,8369,Kemal Kilicdaroglu,/sazeni/politika/turecko-prezidentske-volby-2023/kemal-kilicdaroglu-MCZ74743088,10.0,28.05. 07:00
2023-05-27 04:07:00.355317,8368,Recep Tayyip Erdogan,/sazeni/politika/turecko-prezidentske-volby-2023/recep-tayyip-erdogan-MCZ74743085,1.03,28.05. 07:00
2023-05-27 04:07:00.355317,8369,Kemal Kilicdaroglu,/sazeni/politika/turecko-prezidentske-volby-2023/kemal-kilicdaroglu-MCZ74743088,10.00,28.05. 07:00
