date,event_info_number,event_name,event_link,header1,header2,odd1,odd2,datum
2024-05-31 23:16:30.200144,3525,ANO 2011,/stavkovanie/politika/cesko-volby-do-europskeho-parlamentu-2024-pocet-hlasov-v-/ano-2011-MSK113069847,Menej ako 5.01,Viac ako 5.01,50.0,-1.0,07.06. 14:00
2024-05-31 23:16:30.200144,3538,ANO 2011,/stavkovanie/politika/cesko-volby-do-europskeho-parlamentu-2024-pocet-hlasov-v-/ano-2011-MSK113069848,Menej ako 25.51,Viac ako 25.51,1.9,1.75,07.06. 14:00
2024-05-31 23:16:30.200144,3555,SPOLU,/stavkovanie/politika/cesko-volby-do-europskeho-parlamentu-2024-pocet-hlasov-v-/spolu-MSK113069856,Menej ako 5.01,Viac ako 5.01,25.0,-1.0,07.06. 14:00
2024-05-31 23:16:30.200144,3570,SPOLU,/stavkovanie/politika/cesko-volby-do-europskeho-parlamentu-2024-pocet-hlasov-v-/spolu-MSK113069859,Menej ako 22.51,Viac ako 22.51,1.96,1.7,07.06. 14:00
2024-05-31 23:16:30.200144,3585,Starostové a osobnosti pro Evropu,/stavkovanie/politika/cesko-volby-do-europskeho-parlamentu-2024-pocet-hlasov-v-/starostove-a-osobnosti-pro-evropu-MSK113069867,Menej ako 5.01,Viac ako 5.01,6.0,1.06,07.06. 14:00
2024-05-31 23:16:30.200144,3607,Česká pirátská strana,/stavkovanie/politika/cesko-volby-do-europskeho-parlamentu-2024-pocet-hlasov-v-/ceska-piratska-strana-MSK113069896,Menej ako 5.01,Viac ako 5.01,10.0,-1.0,07.06. 14:00
2024-05-31 23:16:30.200144,3608,Česká pirátská strana,/stavkovanie/politika/cesko-volby-do-europskeho-parlamentu-2024-pocet-hlasov-v-/ceska-piratska-strana-MSK113069905,Menej ako 12.01,Viac ako 12.01,1.47,2.39,07.06. 14:00
2024-05-31 23:16:30.200144,3612,SPD a Trikolora,/stavkovanie/politika/cesko-volby-do-europskeho-parlamentu-2024-pocet-hlasov-v-/spd-a-trikolora-MSK113069912,Menej ako 5.01,Viac ako 5.01,4.28,1.18,07.06. 14:00
2024-05-31 23:16:30.200144,3617,SPD a Trikolora,/stavkovanie/politika/cesko-volby-do-europskeho-parlamentu-2024-pocet-hlasov-v-/spd-a-trikolora-MSK113069916,Menej ako 7.51,Viac ako 7.51,1.6,2.11,07.06. 14:00
2024-05-31 23:16:30.200144,3625,STAČILO!,/stavkovanie/politika/cesko-volby-do-europskeho-parlamentu-2024-pocet-hlasov-v-/stacilo--MSK113069924,Menej ako 5.01,Viac ako 5.01,4.04,1.2,07.06. 14:00
