date,event_info_number,event_name,event_link,odds,datum,odds2
2024-09-06 12:10:36.725525,9483,ANO,/sazeni/politika/krajske-volby-karlovarsky-kraj/ano-MCZ134386504,1.01,20.09. 14:00,-1.0
2024-09-06 12:10:36.725525,9485,STAN,/sazeni/politika/krajske-volby-karlovarsky-kraj/stan-MCZ134386550,15.0,20.09. 14:00,-1.0
2024-09-06 12:10:36.725525,9514,ODS (podpora TOP09),/sazeni/politika/krajske-volby-karlovarsky-kraj/ods-podpora-top09--MCZ134386644,25.0,20.09. 14:00,-1.0
2024-09-06 12:10:36.725525,9522,SPD a Trikolora,/sazeni/politika/krajske-volby-karlovarsky-kraj/spd-a-trikolora-MCZ134386686,40.0,20.09. 14:00,-1.0
2024-09-06 20:07:34.354175,9483,ANO,/sazeni/politika/krajske-volby-karlovarsky-kraj/ano-MCZ134386504,1.01,20.09. 14:00,-1.0
2024-09-06 20:07:34.354175,9485,STAN,/sazeni/politika/krajske-volby-karlovarsky-kraj/stan-MCZ134386550,15.0,20.09. 14:00,-1.0
2024-09-06 20:07:34.354175,9514,ODS (podpora TOP09),/sazeni/politika/krajske-volby-karlovarsky-kraj/ods-podpora-top09--MCZ134386644,25.0,20.09. 14:00,-1.0
2024-09-06 20:07:34.354175,9522,SPD a Trikolora,/sazeni/politika/krajske-volby-karlovarsky-kraj/spd-a-trikolora-MCZ134386686,40.0,20.09. 14:00,-1.0
2024-09-07 04:08:24.191214,9483,ANO,/sazeni/politika/krajske-volby-karlovarsky-kraj/ano-MCZ134386504,1.01,20.09. 14:00,-1.0
2024-09-07 04:08:24.191214,9485,STAN,/sazeni/politika/krajske-volby-karlovarsky-kraj/stan-MCZ134386550,15.0,20.09. 14:00,-1.0
2024-09-07 04:08:24.191214,9514,ODS (podpora TOP09),/sazeni/politika/krajske-volby-karlovarsky-kraj/ods-podpora-top09--MCZ134386644,25.0,20.09. 14:00,-1.0
2024-09-07 04:08:24.191214,9522,SPD a Trikolora,/sazeni/politika/krajske-volby-karlovarsky-kraj/spd-a-trikolora-MCZ134386686,40.0,20.09. 14:00,-1.0
2024-09-07 12:09:35.347528,9483,ANO,/sazeni/politika/krajske-volby-karlovarsky-kraj/ano-MCZ134386504,1.01,20.09. 14:00,-1.0
2024-09-07 12:09:35.347528,9485,STAN,/sazeni/politika/krajske-volby-karlovarsky-kraj/stan-MCZ134386550,15.0,20.09. 14:00,-1.0
2024-09-07 12:09:35.347528,9514,ODS (podpora TOP09),/sazeni/politika/krajske-volby-karlovarsky-kraj/ods-podpora-top09--MCZ134386644,25.0,20.09. 14:00,-1.0
2024-09-07 12:09:35.347528,9522,SPD a Trikolora,/sazeni/politika/krajske-volby-karlovarsky-kraj/spd-a-trikolora-MCZ134386686,40.0,20.09. 14:00,-1.0
