date,market_title,title,identifier,odd_name,value
2021-10-03T16:28:13.245684,Vítěz,ANO 2011,6953,Vítěz,1.1
2021-10-03T16:28:13.245684,Vítěz,"SPOLU (ODS, KDU-ČSL, TOP 09)",6954,Vítěz,6.0
2021-10-03T16:28:13.245684,Vítěz,Piráti+STAN,6957,Vítěz,20.0
2021-10-03T16:28:13.245684,Vítěz,SPD,6958,Vítěz,20.0
2021-10-03T16:28:13.245684,Vítěz,Volný blok,6962,Vítěz,100.0
2021-10-04T04:25:03.649162,Vítěz,ANO 2011,6953,Vítěz,1.1
2021-10-04T04:25:03.649162,Vítěz,"SPOLU (ODS, KDU-ČSL, TOP 09)",6954,Vítěz,6.0
2021-10-04T04:25:03.649162,Vítěz,Piráti+STAN,6957,Vítěz,20.0
2021-10-04T04:25:03.649162,Vítěz,SPD,6958,Vítěz,20.0
2021-10-04T04:25:03.649162,Vítěz,Volný blok,6962,Vítěz,100.0
2021-10-04T16:29:17.826682,Vítěz,ANO 2011,6953,Vítěz,1.1
2021-10-04T16:29:17.826682,Vítěz,"SPOLU (ODS, KDU-ČSL, TOP 09)",6954,Vítěz,6.0
2021-10-04T16:29:17.826682,Vítěz,Piráti+STAN,6957,Vítěz,20.0
2021-10-04T16:29:17.826682,Vítěz,SPD,6958,Vítěz,20.0
2021-10-04T16:29:17.826682,Vítěz,Volný blok,6962,Vítěz,100.0
2021-10-05T04:25:26.636240,Vítěz,ANO 2011,6953,Vítěz,1.1
2021-10-05T04:25:26.636240,Vítěz,"SPOLU (ODS, KDU-ČSL, TOP 09)",6954,Vítěz,6.0
2021-10-05T04:25:26.636240,Vítěz,Piráti+STAN,6957,Vítěz,20.0
2021-10-05T04:25:26.636240,Vítěz,SPD,6958,Vítěz,20.0
2021-10-05T04:25:26.636240,Vítěz,Volný blok,6962,Vítěz,100.0
2021-10-05T16:29:54.036073,Vítěz,ANO 2011,6953,Vítěz,1.15
2021-10-05T16:29:54.036073,Vítěz,"SPOLU (ODS, KDU-ČSL, TOP 09)",6954,Vítěz,5.5
2021-10-05T16:29:54.036073,Vítěz,Piráti+STAN,6957,Vítěz,18.0
2021-10-05T16:29:54.036073,Vítěz,SPD,6958,Vítěz,20.0
2021-10-05T16:29:54.036073,Vítěz,Volný blok,6962,Vítěz,100.0
2021-10-06T04:24:41.320524,Vítěz,ANO 2011,6953,Vítěz,1.15
2021-10-06T04:24:41.320524,Vítěz,"SPOLU (ODS, KDU-ČSL, TOP 09)",6954,Vítěz,5.5
2021-10-06T04:24:41.320524,Vítěz,Piráti+STAN,6957,Vítěz,18.0
2021-10-06T04:24:41.320524,Vítěz,SPD,6958,Vítěz,20.0
2021-10-06T04:24:41.320524,Vítěz,Volný blok,6962,Vítěz,100.0
2021-10-06T16:26:44.962840,Vítěz,ANO 2011,6953,Vítěz,1.15
2021-10-06T16:26:44.962840,Vítěz,"SPOLU (ODS, KDU-ČSL, TOP 09)",6954,Vítěz,5.5
2021-10-06T16:26:44.962840,Vítěz,Piráti+STAN,6957,Vítěz,18.0
2021-10-06T16:26:44.962840,Vítěz,SPD,6958,Vítěz,20.0
2021-10-06T16:26:44.962840,Vítěz,Volný blok,6962,Vítěz,100.0
