date,market_title,title,identifier,odd_name,value
2021-10-06T16:26:44.962840,Ano - Ne,4 a více,22820,Ano,40.0
2021-10-06T16:26:44.962840,Ano - Ne,5 a více,22821,Ano,1.13
2021-10-06T16:26:44.962840,Ano - Ne,5 a více,22821,Ne,5.0
2021-10-06T16:26:44.962840,Ano - Ne,6 a více,22826,Ano,2.3
2021-10-06T16:26:44.962840,Ano - Ne,6 a více,22826,Ne,1.55
2021-10-06T16:26:44.962840,Ano - Ne,7 a více,22828,Ano,7.5
2021-10-06T16:26:44.962840,Ano - Ne,7 a více,22828,Ne,1.05
2021-10-07T04:25:15.960113,Ano - Ne,4 a více,22820,Ano,40.0
2021-10-07T04:25:15.960113,Ano - Ne,5 a více,22821,Ano,1.1
2021-10-07T04:25:15.960113,Ano - Ne,5 a více,22821,Ne,5.62
2021-10-07T04:25:15.960113,Ano - Ne,6 a více,22826,Ano,2.2
2021-10-07T04:25:15.960113,Ano - Ne,6 a více,22826,Ne,1.58
2021-10-07T04:25:15.960113,Ano - Ne,7 a více,22828,Ano,7.0
2021-10-07T04:25:15.960113,Ano - Ne,7 a více,22828,Ne,1.06
2021-10-07T16:24:41.623196,Ano - Ne,4 a více,22820,Ano,50.0
2021-10-07T16:24:41.623196,Ano - Ne,5 a více,22821,Ano,1.16
2021-10-07T16:24:41.623196,Ano - Ne,5 a více,22821,Ne,4.45
2021-10-07T16:24:41.623196,Ano - Ne,6 a více,22826,Ano,2.2
2021-10-07T16:24:41.623196,Ano - Ne,6 a více,22826,Ne,1.58
2021-10-07T16:24:41.623196,Ano - Ne,7 a více,22828,Ano,7.0
2021-10-07T16:24:41.623196,Ano - Ne,7 a více,22828,Ne,1.06
2021-10-08T04:25:01.967889,Ano - Ne,4 a více,22820,Ano,50.0
2021-10-08T04:25:01.967889,Ano - Ne,5 a více,22821,Ano,1.16
2021-10-08T04:25:01.967889,Ano - Ne,5 a více,22821,Ne,4.45
2021-10-08T04:25:01.967889,Ano - Ne,6 a více,22826,Ano,2.26
2021-10-08T04:25:01.967889,Ano - Ne,6 a více,22826,Ne,1.55
2021-10-08T04:25:01.967889,Ano - Ne,7 a více,22828,Ano,7.43
2021-10-08T04:25:01.967889,Ano - Ne,7 a více,22828,Ne,1.05
