date,market_title,title,identifier,odd_name,value
2021-02-20T01:04:13.338451,Vítěz,ANO 2011,15568,Ano,2.15
2021-02-20T01:04:13.338451,Vítěz,ANO 2011,15568,Ne,1.6
2021-02-20T00:21:54.639508,Vítěz,ANO 2011,15568,Ano,2.15
2021-02-20T00:21:54.639508,Vítěz,ANO 2011,15568,Ne,1.6
2021-02-20T00:25:38.515133,Vítěz,ANO 2011,15568,Ano,2.15
2021-02-20T00:25:38.515133,Vítěz,ANO 2011,15568,Ne,1.6
2021-02-20T04:28:24.024422,Vítěz,ANO 2011,15568,Ano,2.15
2021-02-20T04:28:24.024422,Vítěz,ANO 2011,15568,Ne,1.6
2021-02-20T16:38:01.399867,Vítěz,ANO 2011,15568,Ano,2.15
2021-02-20T16:38:01.399867,Vítěz,ANO 2011,15568,Ne,1.6
2021-02-21T04:28:40.131815,Vítěz,ANO 2011,15568,Ano,2.15
2021-02-21T04:28:40.131815,Vítěz,ANO 2011,15568,Ne,1.6
2021-02-21T16:37:39.341770,Vítěz,ANO 2011,15568,Ano,2.15
2021-02-21T16:37:39.341770,Vítěz,ANO 2011,15568,Ne,1.6
2021-02-22T11:05:12.712767,Vítěz,ANO 2011,15568,Ano,2.15
2021-02-22T11:05:12.712767,Vítěz,ANO 2011,15568,Ne,1.6
2021-02-22T16:39:12.796094,Vítěz,ANO 2011,15568,Ano,2.15
2021-02-22T16:39:12.796094,Vítěz,ANO 2011,15568,Ne,1.6
2021-02-23T04:27:57.222011,Vítěz,ANO 2011,15568,Ano,2.3
2021-02-23T04:27:57.222011,Vítěz,ANO 2011,15568,Ne,1.54
2021-02-23T16:45:40.321123,Vítěz,ANO 2011,15568,Ano,2.3
2021-02-23T16:45:40.321123,Vítěz,ANO 2011,15568,Ne,1.54
2021-02-24T04:24:34.886431,Vítěz,ANO 2011,15568,Ano,2.45
2021-02-24T04:24:34.886431,Vítěz,ANO 2011,15568,Ne,1.52
2021-02-24T16:52:14.898341,Vítěz,ANO 2011,15568,Ano,2.45
2021-02-24T16:52:14.898341,Vítěz,ANO 2011,15568,Ne,1.52
2021-02-25T04:29:07.301543,Vítěz,ANO 2011,15568,Ano,2.5
2021-02-25T04:29:07.301543,Vítěz,ANO 2011,15568,Ne,1.48
2021-02-25T16:46:12.159380,Vítěz,ANO 2011,15568,Ano,2.5
2021-02-25T16:46:12.159380,Vítěz,ANO 2011,15568,Ne,1.48
2021-02-26T04:29:16.179910,Vítěz,ANO 2011,15568,Ano,2.5
2021-02-26T04:29:16.179910,Vítěz,ANO 2011,15568,Ne,1.48
2021-02-26T16:39:46.504253,Vítěz,ANO 2011,15568,Ano,2.5
2021-02-26T16:39:46.504253,Vítěz,ANO 2011,15568,Ne,1.48
2021-02-27T04:29:37.604327,Vítěz,ANO 2011,15568,Ano,2.5
2021-02-27T04:29:37.604327,Vítěz,ANO 2011,15568,Ne,1.48
2021-02-27T16:39:23.314901,Vítěz,ANO 2011,15568,Ano,2.5
2021-02-27T16:39:23.314901,Vítěz,ANO 2011,15568,Ne,1.48
2021-02-28T04:29:45.339238,Vítěz,ANO 2011,15568,Ano,2.6
2021-02-28T04:29:45.339238,Vítěz,ANO 2011,15568,Ne,1.45
2021-02-28T16:38:56.628091,Vítěz,ANO 2011,15568,Ano,2.6
2021-02-28T16:38:56.628091,Vítěz,ANO 2011,15568,Ne,1.45
2021-03-01T04:30:04.125734,Vítěz,ANO 2011,15568,Ano,2.6
2021-03-01T04:30:04.125734,Vítěz,ANO 2011,15568,Ne,1.45
2021-03-01T16:40:48.724524,Vítěz,ANO 2011,15568,Ano,2.53
2021-03-01T16:40:48.724524,Vítěz,ANO 2011,15568,Ne,1.47
2021-03-02T04:28:01.273405,Vítěz,ANO 2011,15568,Ano,2.53
2021-03-02T04:28:01.273405,Vítěz,ANO 2011,15568,Ne,1.47
2021-03-02T16:33:45.678930,Vítěz,ANO 2011,15568,Ano,2.53
2021-03-02T16:33:45.678930,Vítěz,ANO 2011,15568,Ne,1.47
2021-03-03T04:25:47.747092,Vítěz,ANO 2011,15568,Ano,2.53
2021-03-03T04:25:47.747092,Vítěz,ANO 2011,15568,Ne,1.47
2021-03-03T16:40:19.319006,Vítěz,ANO 2011,15568,Ano,2.53
2021-03-03T16:40:19.319006,Vítěz,ANO 2011,15568,Ne,1.47
2021-03-04T04:29:55.268772,Vítěz,ANO 2011,15568,Ano,2.53
2021-03-04T04:29:55.268772,Vítěz,ANO 2011,15568,Ne,1.47
2021-03-04T16:41:08.519074,Vítěz,ANO 2011,15568,Ano,2.53
2021-03-04T16:41:08.519074,Vítěz,ANO 2011,15568,Ne,1.47
2021-03-05T04:30:50.450870,Vítěz,ANO 2011,15568,Ano,2.53
2021-03-05T04:30:50.450870,Vítěz,ANO 2011,15568,Ne,1.47
2021-03-05T16:40:50.599914,Vítěz,ANO 2011,15568,Ano,2.53
2021-03-05T16:40:50.599914,Vítěz,ANO 2011,15568,Ne,1.47
2021-03-06T04:30:45.801335,Vítěz,ANO 2011,15568,Ano,2.53
2021-03-06T04:30:45.801335,Vítěz,ANO 2011,15568,Ne,1.47
2021-03-06T16:40:28.252697,Vítěz,ANO 2011,15568,Ano,2.53
2021-03-06T16:40:28.252697,Vítěz,ANO 2011,15568,Ne,1.47
2021-03-07T04:30:46.380499,Vítěz,ANO 2011,15568,Ano,2.53
2021-03-07T04:30:46.380499,Vítěz,ANO 2011,15568,Ne,1.47
2021-03-07T16:40:21.595265,Vítěz,ANO 2011,15568,Ano,2.53
