date,competition_id,competition_name,competition_link
2023-07-09 04:07:24.436953,MCZ42589,Slovensko-Prezidentské volby 2024,/sazeni/politika/slovensko-prezidentske-volby-2024
2023-07-09 04:07:24.436953,MCZ30870,USA-Prezidentské volby 2024,/sazeni/politika/usa-prezidentske-volby-2024
2023-07-09 04:07:24.436953,MCZ41359,Česko-Prezidentské volby 2028,/sazeni/politika/cesko-prezidentske-volby-2028
2023-07-09 04:07:24.436953,MCZ41358,Česko-Prezident Petr Pavel,/sazeni/politika/cesko-prezident-petr-pavel
2023-07-09 16:07:11.448368,MCZ42589,Slovensko-Prezidentské volby 2024,/sazeni/politika/slovensko-prezidentske-volby-2024
2023-07-09 16:07:11.448368,MCZ30870,USA-Prezidentské volby 2024,/sazeni/politika/usa-prezidentske-volby-2024
2023-07-09 16:07:11.448368,MCZ41359,Česko-Prezidentské volby 2028,/sazeni/politika/cesko-prezidentske-volby-2028
2023-07-09 16:07:11.448368,MCZ41358,Česko-Prezident Petr Pavel,/sazeni/politika/cesko-prezident-petr-pavel
2023-07-10 04:07:18.560351,MCZ42589,Slovensko-Prezidentské volby 2024,/sazeni/politika/slovensko-prezidentske-volby-2024
2023-07-10 04:07:18.560351,MCZ30870,USA-Prezidentské volby 2024,/sazeni/politika/usa-prezidentske-volby-2024
2023-07-10 04:07:18.560351,MCZ41359,Česko-Prezidentské volby 2028,/sazeni/politika/cesko-prezidentske-volby-2028
2023-07-10 04:07:18.560351,MCZ41358,Česko-Prezident Petr Pavel,/sazeni/politika/cesko-prezident-petr-pavel
2023-07-10 16:07:21.006084,MCZ42589,Slovensko-Prezidentské volby 2024,/sazeni/politika/slovensko-prezidentske-volby-2024
2023-07-10 16:07:21.006084,MCZ30870,USA-Prezidentské volby 2024,/sazeni/politika/usa-prezidentske-volby-2024
2023-07-10 16:07:21.006084,MCZ41359,Česko-Prezidentské volby 2028,/sazeni/politika/cesko-prezidentske-volby-2028
2023-07-10 16:07:21.006084,MCZ41358,Česko-Prezident Petr Pavel,/sazeni/politika/cesko-prezident-petr-pavel
2023-07-11 04:07:15.434216,MCZ42589,Slovensko-Prezidentské volby 2024,/sazeni/politika/slovensko-prezidentske-volby-2024
2023-07-11 04:07:15.434216,MCZ30870,USA-Prezidentské volby 2024,/sazeni/politika/usa-prezidentske-volby-2024
2023-07-11 04:07:15.434216,MCZ41359,Česko-Prezidentské volby 2028,/sazeni/politika/cesko-prezidentske-volby-2028
2023-07-11 04:07:15.434216,MCZ41358,Česko-Prezident Petr Pavel,/sazeni/politika/cesko-prezident-petr-pavel
2023-07-11 04:07:19.804930,MSK42254,Slovensko-Predčasné parlamentné voľby 2023,/stavkovanie/politika/slovensko-predcasne-parlamentne-volby-2023
2023-07-11 04:07:19.804930,MSK42589,Slovensko - Prezidentské voľby 2024,/stavkovanie/politika/slovensko-prezidentske-volby-2024
2023-07-11 04:07:19.804930,MSK30870,Prezidentské voľby USA 2024,/stavkovanie/politika/prezidentske-volby-usa-2024
