date,event_info_number,event_name,event_link,header1,header2,odd1,odd2,datum
2024-05-30 23:32:04.766057,7756,Menej / Viac,/stavkovanie/politika/slovensko-volby-do-europskeho-parlamentu-2024-volebna-ucast-v-/less-more-MSK113022892,Menej ako 32.01,Viac ako 32.01,2.08,1.65,08.06. 06:58
2024-05-30 23:32:04.766057,7763,Menej / Viac,/stavkovanie/politika/slovensko-volby-do-europskeho-parlamentu-2024-volebna-ucast-v-/less-more-MSK113022917,Menej ako 34.01,Viac ako 34.01,1.75,1.9,08.06. 06:59
2024-05-30 23:32:04.766057,2363,Menej / Viac,/stavkovanie/politika/slovensko-volby-do-europskeho-parlamentu-2024-volebna-ucast-v-/less-more-MSK113062349,Menej ako 36.01,Viac ako 36.01,1.45,2.52,08.06. 07:00
2024-05-31 23:16:30.200144,7756,Menej / Viac,/stavkovanie/politika/slovensko-volby-do-europskeho-parlamentu-2024-volebna-ucast-v-/less-more-MSK113022892,Menej ako 32.01,Viac ako 32.01,2.01,1.7,08.06. 06:58
2024-05-31 23:16:30.200144,7763,Menej / Viac,/stavkovanie/politika/slovensko-volby-do-europskeho-parlamentu-2024-volebna-ucast-v-/less-more-MSK113022917,Menej ako 34.01,Viac ako 34.01,1.55,2.26,08.06. 06:59
2024-05-31 23:16:30.200144,20424,Menej / Viac,/stavkovanie/politika/slovensko-volby-do-europskeho-parlamentu-2024-volebna-ucast-v-/less-more-MSK112547617,Menej ako 30.01,Viac ako 30.01,2.68,1.4,08.06. 07:00
2024-05-31 21:22:20.364330,7756,Menej / Viac,/stavkovanie/politika/slovensko-volby-do-europskeho-parlamentu-2024-volebna-ucast-v-/less-more-MSK113022892,Menej ako 32.01,Viac ako 32.01,2.01,1.7,08.06. 06:58
2024-05-31 21:22:20.364330,7763,Menej / Viac,/stavkovanie/politika/slovensko-volby-do-europskeho-parlamentu-2024-volebna-ucast-v-/less-more-MSK113022917,Menej ako 34.01,Viac ako 34.01,1.55,2.26,08.06. 06:59
2024-05-31 21:22:20.364330,20424,Menej / Viac,/stavkovanie/politika/slovensko-volby-do-europskeho-parlamentu-2024-volebna-ucast-v-/less-more-MSK112547617,Menej ako 30.01,Viac ako 30.01,2.68,1.4,08.06. 07:00
2024-06-01 04:07:35.420170,7756,Menej / Viac,/stavkovanie/politika/slovensko-volby-do-europskeho-parlamentu-2024-volebna-ucast-v-/less-more-MSK113022892,Menej ako 32.01,Viac ako 32.01,2.01,1.7,08.06. 06:58
2024-06-01 04:07:35.420170,7763,Menej / Viac,/stavkovanie/politika/slovensko-volby-do-europskeho-parlamentu-2024-volebna-ucast-v-/less-more-MSK113022917,Menej ako 34.01,Viac ako 34.01,1.55,2.26,08.06. 06:59
2024-06-01 04:07:35.420170,20424,Menej / Viac,/stavkovanie/politika/slovensko-volby-do-europskeho-parlamentu-2024-volebna-ucast-v-/less-more-MSK112547617,Menej ako 30.01,Viac ako 30.01,2.68,1.4,08.06. 07:00
2024-06-01 12:09:02.729777,7756,Menej / Viac,/stavkovanie/politika/slovensko-volby-do-europskeho-parlamentu-2024-volebna-ucast-v-/less-more-MSK113022892,Menej ako 32.01,Viac ako 32.01,1.84,1.84,08.06. 06:58
2024-06-01 12:09:02.729777,7763,Menej / Viac,/stavkovanie/politika/slovensko-volby-do-europskeho-parlamentu-2024-volebna-ucast-v-/less-more-MSK113022917,Menej ako 34.01,Viac ako 34.01,1.55,2.26,08.06. 06:59
2024-06-01 12:09:02.729777,20424,Menej / Viac,/stavkovanie/politika/slovensko-volby-do-europskeho-parlamentu-2024-volebna-ucast-v-/less-more-MSK112547617,Menej ako 30.01,Viac ako 30.01,2.26,1.55,08.06. 07:00
2024-06-01 20:07:04.635314,7756,Menej / Viac,/stavkovanie/politika/slovensko-volby-do-europskeho-parlamentu-2024-volebna-ucast-v-/less-more-MSK113022892,Menej ako 32.01,Viac ako 32.01,1.84,1.84,08.06. 06:58
2024-06-01 20:07:04.635314,7763,Menej / Viac,/stavkovanie/politika/slovensko-volby-do-europskeho-parlamentu-2024-volebna-ucast-v-/less-more-MSK113022917,Menej ako 34.01,Viac ako 34.01,1.55,2.26,08.06. 06:59
2024-06-01 20:07:04.635314,20424,Menej / Viac,/stavkovanie/politika/slovensko-volby-do-europskeho-parlamentu-2024-volebna-ucast-v-/less-more-MSK112547617,Menej ako 30.01,Viac ako 30.01,2.26,1.55,08.06. 07:00
2024-06-02 04:07:44.436062,7756,Menej / Viac,/stavkovanie/politika/slovensko-volby-do-europskeho-parlamentu-2024-volebna-ucast-v-/less-more-MSK113022892,Menej ako 32.01,Viac ako 32.01,1.67,2.05,08.06. 06:58
2024-06-02 04:07:44.436062,7763,Menej / Viac,/stavkovanie/politika/slovensko-volby-do-europskeho-parlamentu-2024-volebna-ucast-v-/less-more-MSK113022917,Menej ako 34.01,Viac ako 34.01,1.3,3.15,08.06. 06:59
2024-06-02 04:07:44.436062,20424,Menej / Viac,/stavkovanie/politika/slovensko-volby-do-europskeho-parlamentu-2024-volebna-ucast-v-/less-more-MSK112547617,Menej ako 30.01,Viac ako 30.01,2.26,1.55,08.06. 07:00
2024-06-02 12:08:43.708883,7756,Menej / Viac,/stavkovanie/politika/slovensko-volby-do-europskeho-parlamentu-2024-volebna-ucast-v-/less-more-MSK113022892,Menej ako 32.01,Viac ako 32.01,1.67,2.05,08.06. 06:58
