date,event_info_number,event_name,event_link,odds,datum,odds2
2024-09-06 12:10:36.725525,10091,"SPOLU (ODS, KDU-ČSL, TOP 09)",/sazeni/politika/krajske-volby-jihomoravsky-kraj/spolu-ods-kdu-csl-top-09--MCZ134415050,1.7,20.09. 14:00,-1.0
2024-09-06 12:10:36.725525,10082,ANO,/sazeni/politika/krajske-volby-jihomoravsky-kraj/ano-MCZ134395269,2.0,20.09. 14:00,-1.0
2024-09-06 12:10:36.725525,10083,Starostové pro jižní Moravu,/sazeni/politika/krajske-volby-jihomoravsky-kraj/starostove-pro-jizni-moravu-MCZ134395411,6.0,20.09. 14:00,-1.0
2024-09-06 12:10:36.725525,10086,Piráti,/sazeni/politika/krajske-volby-jihomoravsky-kraj/pirati-MCZ134395478,40.0,20.09. 14:00,-1.0
2024-09-06 20:07:34.354175,10091,"SPOLU (ODS, KDU-ČSL, TOP 09)",/sazeni/politika/krajske-volby-jihomoravsky-kraj/spolu-ods-kdu-csl-top-09--MCZ134415050,1.70,20.09. 14:00,-1.00
2024-09-06 20:07:34.354175,10082,ANO,/sazeni/politika/krajske-volby-jihomoravsky-kraj/ano-MCZ134395269,2.00,20.09. 14:00,-1.00
2024-09-06 20:07:34.354175,10083,Starostové pro jižní Moravu,/sazeni/politika/krajske-volby-jihomoravsky-kraj/starostove-pro-jizni-moravu-MCZ134395411,6.00,20.09. 14:00,-1.00
2024-09-06 20:07:34.354175,10086,Piráti,/sazeni/politika/krajske-volby-jihomoravsky-kraj/pirati-MCZ134395478,40.00,20.09. 14:00,-1.00
