date,market_title,title,identifier,odd_name,value
2021-09-21T16:28:55.578765,Vítěz,Olaf Scholz,7101,Vítěz,1.2
2021-09-21T16:28:55.578765,Vítěz,Armin Laschet,7121,Vítěz,4.25
2021-09-21T16:28:55.578765,Vítěz,Annalena Baerbock,7122,Vítěz,30.0
2021-09-21T16:28:55.578765,Vítěz,Markus Söder,7132,Vítěz,60.0
2021-09-22T04:24:44.629843,Vítěz,Olaf Scholz,7101,Vítěz,1.2
2021-09-22T04:24:44.629843,Vítěz,Armin Laschet,7121,Vítěz,4.25
2021-09-22T04:24:44.629843,Vítěz,Annalena Baerbock,7122,Vítěz,30.0
2021-09-22T04:24:44.629843,Vítěz,Markus Söder,7132,Vítěz,60.0
2021-09-22T16:29:15.634596,Vítěz,Olaf Scholz,7101,Vítěz,1.2
2021-09-22T16:29:15.634596,Vítěz,Armin Laschet,7121,Vítěz,4.25
2021-09-22T16:29:15.634596,Vítěz,Annalena Baerbock,7122,Vítěz,30.0
2021-09-22T16:29:15.634596,Vítěz,Markus Söder,7132,Vítěz,60.0
2021-09-23T04:25:29.859856,Vítěz,Olaf Scholz,7101,Vítěz,1.2
2021-09-23T04:25:29.859856,Vítěz,Armin Laschet,7121,Vítěz,4.25
2021-09-23T04:25:29.859856,Vítěz,Annalena Baerbock,7122,Vítěz,30.0
2021-09-23T04:25:29.859856,Vítěz,Markus Söder,7132,Vítěz,60.0
2021-09-23T16:28:33.624224,Vítěz,Olaf Scholz,7101,Vítěz,1.2
2021-09-23T16:28:33.624224,Vítěz,Armin Laschet,7121,Vítěz,4.25
2021-09-23T16:28:33.624224,Vítěz,Annalena Baerbock,7122,Vítěz,30.0
2021-09-23T16:28:33.624224,Vítěz,Markus Söder,7132,Vítěz,60.0
2021-09-24T04:24:58.088703,Vítěz,Olaf Scholz,7101,Vítěz,1.2
2021-09-24T04:24:58.088703,Vítěz,Armin Laschet,7121,Vítěz,4.25
2021-09-24T04:24:58.088703,Vítěz,Annalena Baerbock,7122,Vítěz,30.0
2021-09-24T04:24:58.088703,Vítěz,Markus Söder,7132,Vítěz,60.0
