date,event_info_number,event_name,event_link,odds,datum
2023-07-26 16:07:08.495816,12709,Smer,/stavkovanie/politika/slovensko-parlamentne-volby-2023-pocet-percent/smer-MSK78152940,1.88,1.8
2023-07-27 04:07:13.508414,12709,Smer,/stavkovanie/politika/slovensko-parlamentne-volby-2023-pocet-percent/smer-MSK78152940,1.88,1.8
2023-07-27 16:07:12.148111,12709,Smer,/stavkovanie/politika/slovensko-parlamentne-volby-2023-pocet-percent/smer-MSK78152940,2.01,1.7
2023-07-28 04:07:18.839081,12709,Smer,/stavkovanie/politika/slovensko-parlamentne-volby-2023-pocet-percent/smer-MSK78152940,2.01,1.7
2023-07-28 16:07:09.040723,12709,Smer,/stavkovanie/politika/slovensko-parlamentne-volby-2023-pocet-percent/smer-MSK78152940,1.94,1.75
2023-07-29 04:07:19.022343,12709,Smer,/stavkovanie/politika/slovensko-parlamentne-volby-2023-pocet-percent/smer-MSK78152940,1.94,1.75
2023-07-29 16:07:15.497376,12709,Smer,/stavkovanie/politika/slovensko-parlamentne-volby-2023-pocet-percent/smer-MSK78152940,1.9,1.78
2023-07-30 04:07:24.816840,12709,Smer,/stavkovanie/politika/slovensko-parlamentne-volby-2023-pocet-percent/smer-MSK78152940,1.82,1.86
2023-07-30 16:07:02.059491,12709,Smer,/stavkovanie/politika/slovensko-parlamentne-volby-2023-pocet-percent/smer-MSK78152940,1.82,1.86
2023-07-31 04:07:40.124047,12709,Smer,/stavkovanie/politika/slovensko-parlamentne-volby-2023-pocet-percent/smer-MSK78152940,1.82,1.86
2023-07-31 16:07:21.050111,12709,Smer,/stavkovanie/politika/slovensko-parlamentne-volby-2023-pocet-percent/smer-MSK78152940,1.82,1.86
2023-08-01 04:07:34.893026,12709,Smer,/stavkovanie/politika/slovensko-parlamentne-volby-2023-pocet-percent/smer-MSK78152940,1.82,1.86
2023-08-01 16:07:24.954984,12712,Smer,/stavkovanie/politika/slovensko-parlamentne-volby-2023-pocet-percent/smer-MSK78152941,250.0,-1.0
2023-08-02 04:07:26.095657,12712,Smer,/stavkovanie/politika/slovensko-parlamentne-volby-2023-pocet-percent/smer-MSK78152941,250.0,-1.0
2023-08-02 16:07:14.811132,12712,Smer,/stavkovanie/politika/slovensko-parlamentne-volby-2023-pocet-percent/smer-MSK78152941,250.0,-1.0
2023-08-03 04:07:16.176549,12712,Smer,/stavkovanie/politika/slovensko-parlamentne-volby-2023-pocet-percent/smer-MSK78152941,250.0,-1.0
2023-08-03 16:07:05.733416,12712,Smer,/stavkovanie/politika/slovensko-parlamentne-volby-2023-pocet-percent/smer-MSK78152941,250.0,-1.0
2023-08-04 04:07:06.650290,12712,Smer,/stavkovanie/politika/slovensko-parlamentne-volby-2023-pocet-percent/smer-MSK78152941,250.0,-1.0
2023-08-04 16:07:18.063470,12712,Smer,/stavkovanie/politika/slovensko-parlamentne-volby-2023-pocet-percent/smer-MSK78152941,250.0,-1.0
2023-08-05 04:07:24.069001,12712,Smer,/stavkovanie/politika/slovensko-parlamentne-volby-2023-pocet-percent/smer-MSK78152941,250.0,-1.0
2023-08-05 16:07:12.266019,12712,Smer,/stavkovanie/politika/slovensko-parlamentne-volby-2023-pocet-percent/smer-MSK78152941,280.0,-1.0
2023-08-06 04:07:02.482317,12712,Smer,/stavkovanie/politika/slovensko-parlamentne-volby-2023-pocet-percent/smer-MSK78152941,280.0,-1.0
2023-08-06 16:07:17.266251,12712,Smer,/stavkovanie/politika/slovensko-parlamentne-volby-2023-pocet-percent/smer-MSK78152941,280.0,-1.0
2023-08-07 04:07:15.991824,12712,Smer,/stavkovanie/politika/slovensko-parlamentne-volby-2023-pocet-percent/smer-MSK78152941,280.0,-1.0
2023-08-07 16:07:28.272364,12712,Smer,/stavkovanie/politika/slovensko-parlamentne-volby-2023-pocet-percent/smer-MSK78152941,280.0,-1.0
2023-08-08 16:07:18.531311,12712,Smer,/stavkovanie/politika/slovensko-parlamentne-volby-2023-pocet-percent/smer-MSK78152941,280.0,-1.0
2023-08-09 04:07:20.373773,12712,Smer,/stavkovanie/politika/slovensko-parlamentne-volby-2023-pocet-percent/smer-MSK78152941,280.0,-1.0
2023-08-09 16:07:36.452681,12712,Smer,/stavkovanie/politika/slovensko-parlamentne-volby-2023-pocet-percent/smer-MSK78152941,280.0,-1.0
2023-08-10 04:07:18.395680,12712,Smer,/stavkovanie/politika/slovensko-parlamentne-volby-2023-pocet-percent/smer-MSK78152941,280.0,-1.0
2023-08-10 16:07:35.750136,12712,Smer,/stavkovanie/politika/slovensko-parlamentne-volby-2023-pocet-percent/smer-MSK78152941,300.0,-1.0
2023-08-11 04:07:29.622590,12712,Smer,/stavkovanie/politika/slovensko-parlamentne-volby-2023-pocet-percent/smer-MSK78152941,300.00,-1.00
