date,title,result,odds,date_bet,identifier,,
2017-01-19T11:01:01.946183,Milan Kohout,Vítěz,1555,12.1. 12:00,60309,,
2017-01-19T11:01:01.946183,Jana Yngland Hrušková,Vítěz,2111,12.1. 12:00,60310,,
2017-01-19T11:01:01.946183,Marek Hilšer,Vítěz,2111,12.1. 12:00,60311,,
2017-01-19T11:01:01.946183,Vladimír Špidla,Vítěz,525,12.1. 12:00,60312,,
2017-01-19T11:01:01.946183,Martin Stropnický,Vítěz,10,12.1. 12:00,60313,,
2017-01-19T11:01:01.946183,Marek Dalík,Vítěz,9999,12.1. 12:00,60314,,
2017-01-19T11:01:01.946183,Daniel Herman,Vítěz,100,12.1. 12:00,60321,,
2017-01-19T11:01:01.946183,Karel Schwarzenberg,Vítěz,55,12.1. 12:00,60322,,
2017-01-19T11:01:01.946183,Jan Kraus,Vítěz,888,12.1. 12:00,60323,,
2017-01-19T11:01:01.946183,Luděk Sobota,Vítěz,5555,12.1. 12:00,60382,,
2017-01-19T11:01:01.946183,Igor Sládek,Vítěz,15,12.1. 12:00,60483,,
2017-01-19T11:01:01.946183,Petr Robejšek,Vítěz,13,12.1. 12:00,60487,,
2017-01-19T11:01:01.946183,Jiří Dolejš,Vítěz,60,12.1. 12:00,60907,,
2017-01-19T11:01:01.946183,Pavel Kováčik,Vítěz,60,12.1. 12:00,60909,,
2017-01-19T11:01:01.946183,Josef Skála,Vítěz,1000,12.1. 12:00,60910,,
2017-01-19T11:01:01.946183,Jaromír Kohlíček,Vítěz,1000,12.1. 12:00,60911,,
2017-01-19T23:01:05.681513,Miloš Zeman,Vítěz,2.05,12.1. 12:00,60210,,
2017-01-19T23:01:05.681513,Michal Horáček,Vítěz,3.3,12.1. 12:00,60211,,
2017-01-19T23:01:05.681513,Jan Švejnar,Vítěz,22,12.1. 12:00,60212,,
2017-01-19T23:01:05.681513,Tomáš Halík,Vítěz,82,12.1. 12:00,60213,,
2017-01-19T23:01:05.681513,Jiří Pospíšil,Vítěz,20,12.1. 12:00,60292,,
2017-01-19T23:01:05.681513,Jiří Dienstbier,Vítěz,105,12.1. 12:00,60293,,
2017-01-19T23:01:05.681513,Pavel Rychetský,Vítěz,25,12.1. 12:00,60294,,
2017-01-19T23:01:05.681513,Zuzana Roithová,Vítěz,72,12.1. 12:00,60295,,
2017-01-19T23:01:05.681513,Vladimír Dlouhý,Vítěz,60,12.1. 12:00,60296,,
2017-01-19T23:01:05.681513,Andrej Babiš,Vítěz,37,12.1. 12:00,60297,,
2017-01-19T23:01:05.681513,Tomio Okamura,Vítěz,100,12.1. 12:00,60298,,
2017-01-19T23:01:05.681513,Jaroslav Kubera,Vítěz,100,12.1. 12:00,60299,,
2017-01-19T23:01:05.681513,Václav Klaus st.,Vítěz,36,12.1. 12:00,60300,,
2017-01-19T23:01:05.681513,Livia Klausová,Vítěz,500,12.1. 12:00,60301,,
2017-01-19T23:01:05.681513,Václav Klaus ml.,Vítěz,200,12.1. 12:00,60302,,
2017-01-19T23:01:05.681513,Zdeněk Škromach,Vítěz,250,12.1. 12:00,60303,,
2017-01-19T23:01:05.681513,Petr Pavel,Vítěz,250,12.1. 12:00,60304,,
2017-01-19T23:01:05.681513,Jaromír Jágr,Vítěz,680,12.1. 12:00,60305,,
2017-01-19T23:01:05.681513,Miroslav Sládek,Vítěz,3113,12.1. 12:00,60306,,
2017-01-19T23:01:05.681513,Karel Gott,Vítěz,750,12.1. 12:00,60307,,
2017-01-19T23:01:05.681513,Marek Eben,Vítěz,333,12.1. 12:00,60308,,
2017-01-19T23:01:05.681513,Milan Kohout,Vítěz,1555,12.1. 12:00,60309,,
2017-01-19T23:01:05.681513,Jana Yngland Hrušková,Vítěz,2111,12.1. 12:00,60310,,
2017-01-19T23:01:05.681513,Marek Hilšer,Vítěz,2111,12.1. 12:00,60311,,
2017-01-19T23:01:05.681513,Vladimír Špidla,Vítěz,525,12.1. 12:00,60312,,
2017-01-19T23:01:05.681513,Martin Stropnický,Vítěz,10,12.1. 12:00,60313,,
2017-01-19T23:01:05.681513,Marek Dalík,Vítěz,9999,12.1. 12:00,60314,,
2017-01-19T23:01:05.681513,Daniel Herman,Vítěz,100,12.1. 12:00,60321,,
2017-01-19T23:01:05.681513,Karel Schwarzenberg,Vítěz,55,12.1. 12:00,60322,,
2017-01-19T23:01:05.681513,Jan Kraus,Vítěz,888,12.1. 12:00,60323,,
2017-01-19T23:01:05.681513,Luděk Sobota,Vítěz,5555,12.1. 12:00,60382,,
2017-01-19T23:01:05.681513,Igor Sládek,Vítěz,15,12.1. 12:00,60483,,
2017-01-19T23:01:05.681513,Petr Robejšek,Vítěz,13,12.1. 12:00,60487,,
2017-01-19T23:01:05.681513,Jiří Dolejš,Vítěz,60,12.1. 12:00,60907,,
2017-01-19T23:01:05.681513,Pavel Kováčik,Vítěz,60,12.1. 12:00,60909,,
2017-01-19T23:01:05.681513,Josef Skála,Vítěz,1000,12.1. 12:00,60910,,
2017-01-19T23:01:05.681513,Jaromír Kohlíček,Vítěz,1000,12.1. 12:00,60911,,
2017-01-20T11:01:02.238091,Miloš Zeman,Vítěz,2.05,12.1. 12:00,60210,,
2017-01-20T11:01:02.238091,Michal Horáček,Vítěz,3.3,12.1. 12:00,60211,,
2017-01-20T11:01:02.238091,Jan Švejnar,Vítěz,22,12.1. 12:00,60212,,
2017-01-20T11:01:02.238091,Tomáš Halík,Vítěz,82,12.1. 12:00,60213,,
2017-01-20T11:01:02.238091,Jiří Pospíšil,Vítěz,20,12.1. 12:00,60292,,
2017-01-20T11:01:02.238091,Jiří Dienstbier,Vítěz,105,12.1. 12:00,60293,,
2017-01-20T11:01:02.238091,Pavel Rychetský,Vítěz,25,12.1. 12:00,60294,,
2017-01-20T11:01:02.238091,Zuzana Roithová,Vítěz,72,12.1. 12:00,60295,,
2017-01-20T11:01:02.238091,Vladimír Dlouhý,Vítěz,60,12.1. 12:00,60296,,
2017-01-20T11:01:02.238091,Andrej Babiš,Vítěz,37,12.1. 12:00,60297,,
2017-01-20T11:01:02.238091,Tomio Okamura,Vítěz,100,12.1. 12:00,60298,,
2017-01-20T11:01:02.238091,Jaroslav Kubera,Vítěz,100,12.1. 12:00,60299,,
2017-01-20T11:01:02.238091,Václav Klaus st.,Vítěz,36,12.1. 12:00,60300,,
2017-01-20T11:01:02.238091,Livia Klausová,Vítěz,500,12.1. 12:00,60301,,
2017-01-20T11:01:02.238091,Václav Klaus ml.,Vítěz,200,12.1. 12:00,60302,,
2017-01-20T11:01:02.238091,Zdeněk Škromach,Vítěz,250,12.1. 12:00,60303,,
2017-01-20T11:01:02.238091,Petr Pavel,Vítěz,250,12.1. 12:00,60304,,
2017-01-20T11:01:02.238091,Jaromír Jágr,Vítěz,680,12.1. 12:00,60305,,
2017-01-20T11:01:02.238091,Miroslav Sládek,Vítěz,3113,12.1. 12:00,60306,,
2017-01-20T11:01:02.238091,Karel Gott,Vítěz,750,12.1. 12:00,60307,,
2017-01-20T11:01:02.238091,Marek Eben,Vítěz,333,12.1. 12:00,60308,,
2017-01-20T11:01:02.238091,Milan Kohout,Vítěz,1555,12.1. 12:00,60309,,
2017-01-20T11:01:02.238091,Jana Yngland Hrušková,Vítěz,2111,12.1. 12:00,60310,,
2017-01-20T11:01:02.238091,Marek Hilšer,Vítěz,2111,12.1. 12:00,60311,,
2017-01-20T11:01:02.238091,Vladimír Špidla,Vítěz,525,12.1. 12:00,60312,,
2017-01-20T11:01:02.238091,Martin Stropnický,Vítěz,10,12.1. 12:00,60313,,
2017-01-20T11:01:02.238091,Marek Dalík,Vítěz,9999,12.1. 12:00,60314,,
2017-01-20T11:01:02.238091,Daniel Herman,Vítěz,100,12.1. 12:00,60321,,
2017-01-20T11:01:02.238091,Karel Schwarzenberg,Vítěz,55,12.1. 12:00,60322,,
2017-01-20T11:01:02.238091,Jan Kraus,Vítěz,888,12.1. 12:00,60323,,
2017-01-20T11:01:02.238091,Luděk Sobota,Vítěz,5555,12.1. 12:00,60382,,
2017-01-20T11:01:02.238091,Igor Sládek,Vítěz,15,12.1. 12:00,60483,,
2017-01-20T11:01:02.238091,Petr Robejšek,Vítěz,13,12.1. 12:00,60487,,
2017-01-20T11:01:02.238091,Jiří Dolejš,Vítěz,60,12.1. 12:00,60907,,
2017-01-20T11:01:02.238091,Pavel Kováčik,Vítěz,60,12.1. 12:00,60909,,
2017-01-20T11:01:02.238091,Josef Skála,Vítěz,1000,12.1. 12:00,60910,,
2017-01-20T11:01:02.238091,Jaromír Kohlíček,Vítěz,1000,12.1. 12:00,60911,,
2017-01-20T23:01:06.118996,Miloš Zeman,Vítěz,2.05,12.1. 12:00,60210,,
2017-01-20T23:01:06.118996,Michal Horáček,Vítěz,3.3,12.1. 12:00,60211,,
2017-01-20T23:01:06.118996,Jan Švejnar,Vítěz,22,12.1. 12:00,60212,,
2017-01-20T23:01:06.118996,Tomáš Halík,Vítěz,82,12.1. 12:00,60213,,
2017-01-20T23:01:06.118996,Jiří Pospíšil,Vítěz,20,12.1. 12:00,60292,,
2017-01-20T23:01:06.118996,Jiří Dienstbier,Vítěz,105,12.1. 12:00,60293,,
2017-01-20T23:01:06.118996,Pavel Rychetský,Vítěz,25,12.1. 12:00,60294,,
2017-01-20T23:01:06.118996,Zuzana Roithová,Vítěz,72,12.1. 12:00,60295,,
2017-01-20T23:01:06.118996,Vladimír Dlouhý,Vítěz,60,12.1. 12:00,60296,,
2017-01-20T23:01:06.118996,Andrej Babiš,Vítěz,37,12.1. 12:00,60297,,
2017-01-20T23:01:06.118996,Tomio Okamura,Vítěz,100,12.1. 12:00,60298,,
2017-01-20T23:01:06.118996,Jaroslav Kubera,Vítěz,100,12.1. 12:00,60299,,
2017-01-20T23:01:06.118996,Václav Klaus st.,Vítěz,36,12.1. 12:00,60300,,
2017-01-20T23:01:06.118996,Livia Klausová,Vítěz,500,12.1. 12:00,60301,,
2017-01-20T23:01:06.118996,Václav Klaus ml.,Vítěz,200,12.1. 12:00,60302,,
2017-01-20T23:01:06.118996,Zdeněk Škromach,Vítěz,250,12.1. 12:00,60303,,
2017-01-20T23:01:06.118996,Petr Pavel,Vítěz,250,12.1. 12:00,60304,,
2017-01-20T23:01:06.118996,Jaromír Jágr,Vítěz,680,12.1. 12:00,60305,,
2017-01-20T23:01:06.118996,Miroslav Sládek,Vítěz,3113,12.1. 12:00,60306,,
2017-01-20T23:01:06.118996,Karel Gott,Vítěz,750,12.1. 12:00,60307,,
2017-01-20T23:01:06.118996,Marek Eben,Vítěz,333,12.1. 12:00,60308,,
2017-01-20T23:01:06.118996,Milan Kohout,Vítěz,1555,12.1. 12:00,60309,,
2017-01-20T23:01:06.118996,Jana Yngland Hrušková,Vítěz,2111,12.1. 12:00,60310,,
2017-01-20T23:01:06.118996,Marek Hilšer,Vítěz,2111,12.1. 12:00,60311,,
2017-01-20T23:01:06.118996,Vladimír Špidla,Vítěz,525,12.1. 12:00,60312,,
2017-01-20T23:01:06.118996,Martin Stropnický,Vítěz,10,12.1. 12:00,60313,,
2017-01-20T23:01:06.118996,Marek Dalík,Vítěz,9999,12.1. 12:00,60314,,
2017-01-20T23:01:06.118996,Daniel Herman,Vítěz,100,12.1. 12:00,60321,,
2017-01-20T23:01:06.118996,Karel Schwarzenberg,Vítěz,55,12.1. 12:00,60322,,
2017-01-20T23:01:06.118996,Jan Kraus,Vítěz,888,12.1. 12:00,60323,,
2017-01-20T23:01:06.118996,Luděk Sobota,Vítěz,5555,12.1. 12:00,60382,,
2017-01-20T23:01:06.118996,Igor Sládek,Vítěz,15,12.1. 12:00,60483,,
2017-01-20T23:01:06.118996,Petr Robejšek,Vítěz,13,12.1. 12:00,60487,,
2017-01-20T23:01:06.118996,Jiří Dolejš,Vítěz,60,12.1. 12:00,60907,,
2017-01-20T23:01:06.118996,Pavel Kováčik,Vítěz,60,12.1. 12:00,60909,,
2017-01-20T23:01:06.118996,Josef Skála,Vítěz,1000,12.1. 12:00,60910,,
2017-01-20T23:01:06.118996,Jaromír Kohlíček,Vítěz,1000,12.1. 12:00,60911,,
2017-01-21T11:01:03.998314,Miloš Zeman,Vítěz,2.05,12.1. 12:00,60210,,
2017-01-21T11:01:03.998314,Michal Horáček,Vítěz,3.3,12.1. 12:00,60211,,
2017-01-21T11:01:03.998314,Jan Švejnar,Vítěz,22,12.1. 12:00,60212,,
2017-01-21T11:01:03.998314,Tomáš Halík,Vítěz,82,12.1. 12:00,60213,,
2017-01-21T11:01:03.998314,Jiří Pospíšil,Vítěz,20,12.1. 12:00,60292,,
2017-01-21T11:01:03.998314,Jiří Dienstbier,Vítěz,105,12.1. 12:00,60293,,
2017-01-21T11:01:03.998314,Pavel Rychetský,Vítěz,25,12.1. 12:00,60294,,
2017-01-21T11:01:03.998314,Zuzana Roithová,Vítěz,72,12.1. 12:00,60295,,
2017-01-21T11:01:03.998314,Vladimír Dlouhý,Vítěz,60,12.1. 12:00,60296,,
2017-01-21T11:01:03.998314,Andrej Babiš,Vítěz,37,12.1. 12:00,60297,,
2017-01-21T11:01:03.998314,Tomio Okamura,Vítěz,100,12.1. 12:00,60298,,
2017-01-21T11:01:03.998314,Jaroslav Kubera,Vítěz,100,12.1. 12:00,60299,,
2017-01-21T11:01:03.998314,Václav Klaus st.,Vítěz,36,12.1. 12:00,60300,,
2017-01-21T11:01:03.998314,Livia Klausová,Vítěz,500,12.1. 12:00,60301,,
2017-01-21T11:01:03.998314,Václav Klaus ml.,Vítěz,200,12.1. 12:00,60302,,
2017-01-21T11:01:03.998314,Zdeněk Škromach,Vítěz,250,12.1. 12:00,60303,,
2017-01-21T11:01:03.998314,Petr Pavel,Vítěz,250,12.1. 12:00,60304,,
2017-01-21T11:01:03.998314,Jaromír Jágr,Vítěz,680,12.1. 12:00,60305,,
2017-01-21T11:01:03.998314,Miroslav Sládek,Vítěz,3113,12.1. 12:00,60306,,
2017-01-21T11:01:03.998314,Karel Gott,Vítěz,750,12.1. 12:00,60307,,
2017-01-21T11:01:03.998314,Marek Eben,Vítěz,333,12.1. 12:00,60308,,
2017-01-21T11:01:03.998314,Milan Kohout,Vítěz,1555,12.1. 12:00,60309,,
2017-01-21T11:01:03.998314,Jana Yngland Hrušková,Vítěz,2111,12.1. 12:00,60310,,
2017-01-21T11:01:03.998314,Marek Hilšer,Vítěz,2111,12.1. 12:00,60311,,
2017-01-21T11:01:03.998314,Vladimír Špidla,Vítěz,525,12.1. 12:00,60312,,
2017-01-21T11:01:03.998314,Martin Stropnický,Vítěz,10,12.1. 12:00,60313,,
2017-01-21T11:01:03.998314,Marek Dalík,Vítěz,9999,12.1. 12:00,60314,,
2017-01-21T11:01:03.998314,Daniel Herman,Vítěz,100,12.1. 12:00,60321,,
2017-01-21T11:01:03.998314,Karel Schwarzenberg,Vítěz,55,12.1. 12:00,60322,,
2017-01-21T11:01:03.998314,Jan Kraus,Vítěz,888,12.1. 12:00,60323,,
2017-01-21T11:01:03.998314,Luděk Sobota,Vítěz,5555,12.1. 12:00,60382,,
2017-01-21T11:01:03.998314,Igor Sládek,Vítěz,15,12.1. 12:00,60483,,
2017-01-21T11:01:03.998314,Petr Robejšek,Vítěz,13,12.1. 12:00,60487,,
2017-01-21T11:01:03.998314,Jiří Dolejš,Vítěz,60,12.1. 12:00,60907,,
2017-01-21T11:01:03.998314,Pavel Kováčik,Vítěz,60,12.1. 12:00,60909,,
2017-01-21T11:01:03.998314,Josef Skála,Vítěz,1000,12.1. 12:00,60910,,
2017-01-21T11:01:03.998314,Jaromír Kohlíček,Vítěz,1000,12.1. 12:00,60911,,
2017-01-21T23:01:06.630189,Miloš Zeman,Vítěz,2.05,12.1. 12:00,60210,,
2017-01-21T23:01:06.630189,Michal Horáček,Vítěz,3.3,12.1. 12:00,60211,,
2017-01-21T23:01:06.630189,Jan Švejnar,Vítěz,22,12.1. 12:00,60212,,
2017-01-21T23:01:06.630189,Tomáš Halík,Vítěz,82,12.1. 12:00,60213,,
2017-01-21T23:01:06.630189,Jiří Pospíšil,Vítěz,20,12.1. 12:00,60292,,
2017-01-21T23:01:06.630189,Jiří Dienstbier,Vítěz,105,12.1. 12:00,60293,,
2017-01-21T23:01:06.630189,Pavel Rychetský,Vítěz,25,12.1. 12:00,60294,,
2017-01-21T23:01:06.630189,Zuzana Roithová,Vítěz,72,12.1. 12:00,60295,,
2017-01-21T23:01:06.630189,Vladimír Dlouhý,Vítěz,60,12.1. 12:00,60296,,
2017-01-21T23:01:06.630189,Andrej Babiš,Vítěz,37,12.1. 12:00,60297,,
2017-01-21T23:01:06.630189,Tomio Okamura,Vítěz,100,12.1. 12:00,60298,,
2017-01-21T23:01:06.630189,Jaroslav Kubera,Vítěz,100,12.1. 12:00,60299,,
2017-01-21T23:01:06.630189,Václav Klaus st.,Vítěz,36,12.1. 12:00,60300,,
2017-01-21T23:01:06.630189,Livia Klausová,Vítěz,500,12.1. 12:00,60301,,
2017-01-21T23:01:06.630189,Václav Klaus ml.,Vítěz,200,12.1. 12:00,60302,,
2017-01-21T23:01:06.630189,Zdeněk Škromach,Vítěz,250,12.1. 12:00,60303,,
2017-01-21T23:01:06.630189,Petr Pavel,Vítěz,250,12.1. 12:00,60304,,
2017-01-21T23:01:06.630189,Jaromír Jágr,Vítěz,680,12.1. 12:00,60305,,
2017-01-21T23:01:06.630189,Miroslav Sládek,Vítěz,3113,12.1. 12:00,60306,,
2017-01-21T23:01:06.630189,Karel Gott,Vítěz,750,12.1. 12:00,60307,,
2017-01-21T23:01:06.630189,Marek Eben,Vítěz,333,12.1. 12:00,60308,,
2017-01-21T23:01:06.630189,Milan Kohout,Vítěz,1555,12.1. 12:00,60309,,
2017-01-21T23:01:06.630189,Jana Yngland Hrušková,Vítěz,2111,12.1. 12:00,60310,,
2017-01-21T23:01:06.630189,Marek Hilšer,Vítěz,2111,12.1. 12:00,60311,,
2017-01-21T23:01:06.630189,Vladimír Špidla,Vítěz,525,12.1. 12:00,60312,,
2017-01-21T23:01:06.630189,Martin Stropnický,Vítěz,10,12.1. 12:00,60313,,
2017-01-21T23:01:06.630189,Marek Dalík,Vítěz,9999,12.1. 12:00,60314,,
2017-01-21T23:01:06.630189,Daniel Herman,Vítěz,100,12.1. 12:00,60321,,
2017-01-21T23:01:06.630189,Karel Schwarzenberg,Vítěz,55,12.1. 12:00,60322,,
2017-01-21T23:01:06.630189,Jan Kraus,Vítěz,888,12.1. 12:00,60323,,
2017-01-21T23:01:06.630189,Luděk Sobota,Vítěz,5555,12.1. 12:00,60382,,
2017-01-21T23:01:06.630189,Igor Sládek,Vítěz,15,12.1. 12:00,60483,,
2017-01-21T23:01:06.630189,Petr Robejšek,Vítěz,13,12.1. 12:00,60487,,
2017-01-21T23:01:06.630189,Jiří Dolejš,Vítěz,60,12.1. 12:00,60907,,
2017-01-21T23:01:06.630189,Pavel Kováčik,Vítěz,60,12.1. 12:00,60909,,
2017-01-21T23:01:06.630189,Josef Skála,Vítěz,1000,12.1. 12:00,60910,,
2017-01-21T23:01:06.630189,Jaromír Kohlíček,Vítěz,1000,12.1. 12:00,60911,,
2017-01-22T11:01:02.787519,Miloš Zeman,Vítěz,2.05,12.1. 12:00,60210,,
2017-01-22T11:01:02.787519,Michal Horáček,Vítěz,3.3,12.1. 12:00,60211,,
2017-01-22T11:01:02.787519,Jan Švejnar,Vítěz,22,12.1. 12:00,60212,,
2017-01-22T11:01:02.787519,Tomáš Halík,Vítěz,82,12.1. 12:00,60213,,
2017-01-22T11:01:02.787519,Jiří Pospíšil,Vítěz,20,12.1. 12:00,60292,,
2017-01-22T11:01:02.787519,Jiří Dienstbier,Vítěz,105,12.1. 12:00,60293,,
2017-01-22T11:01:02.787519,Pavel Rychetský,Vítěz,25,12.1. 12:00,60294,,
2017-01-22T11:01:02.787519,Zuzana Roithová,Vítěz,72,12.1. 12:00,60295,,
2017-01-22T11:01:02.787519,Vladimír Dlouhý,Vítěz,60,12.1. 12:00,60296,,
2017-01-22T11:01:02.787519,Andrej Babiš,Vítěz,37,12.1. 12:00,60297,,
2017-01-22T11:01:02.787519,Tomio Okamura,Vítěz,100,12.1. 12:00,60298,,
2017-01-22T11:01:02.787519,Jaroslav Kubera,Vítěz,100,12.1. 12:00,60299,,
2017-01-22T11:01:02.787519,Václav Klaus st.,Vítěz,36,12.1. 12:00,60300,,
2017-01-22T11:01:02.787519,Livia Klausová,Vítěz,500,12.1. 12:00,60301,,
2017-01-22T11:01:02.787519,Václav Klaus ml.,Vítěz,200,12.1. 12:00,60302,,
2017-01-22T11:01:02.787519,Zdeněk Škromach,Vítěz,250,12.1. 12:00,60303,,
2017-01-22T11:01:02.787519,Petr Pavel,Vítěz,250,12.1. 12:00,60304,,
2017-01-22T11:01:02.787519,Jaromír Jágr,Vítěz,680,12.1. 12:00,60305,,
2017-01-22T11:01:02.787519,Miroslav Sládek,Vítěz,3113,12.1. 12:00,60306,,
2017-01-22T11:01:02.787519,Karel Gott,Vítěz,750,12.1. 12:00,60307,,
2017-01-22T11:01:02.787519,Marek Eben,Vítěz,333,12.1. 12:00,60308,,
2017-01-22T11:01:02.787519,Milan Kohout,Vítěz,1555,12.1. 12:00,60309,,
2017-01-22T11:01:02.787519,Jana Yngland Hrušková,Vítěz,2111,12.1. 12:00,60310,,
2017-01-22T11:01:02.787519,Marek Hilšer,Vítěz,2111,12.1. 12:00,60311,,
2017-01-22T11:01:02.787519,Vladimír Špidla,Vítěz,525,12.1. 12:00,60312,,
2017-01-22T11:01:02.787519,Martin Stropnický,Vítěz,10,12.1. 12:00,60313,,
2017-01-22T11:01:02.787519,Marek Dalík,Vítěz,9999,12.1. 12:00,60314,,
2017-01-22T11:01:02.787519,Daniel Herman,Vítěz,100,12.1. 12:00,60321,,
2017-01-22T11:01:02.787519,Karel Schwarzenberg,Vítěz,55,12.1. 12:00,60322,,
2017-01-22T11:01:02.787519,Jan Kraus,Vítěz,888,12.1. 12:00,60323,,
2017-01-22T11:01:02.787519,Luděk Sobota,Vítěz,5555,12.1. 12:00,60382,,
2017-01-22T11:01:02.787519,Igor Sládek,Vítěz,15,12.1. 12:00,60483,,
2017-01-22T11:01:02.787519,Petr Robejšek,Vítěz,13,12.1. 12:00,60487,,
2017-01-22T11:01:02.787519,Jiří Dolejš,Vítěz,60,12.1. 12:00,60907,,
2017-01-22T11:01:02.787519,Pavel Kováčik,Vítěz,60,12.1. 12:00,60909,,
2017-01-22T11:01:02.787519,Josef Skála,Vítěz,1000,12.1. 12:00,60910,,
2017-01-22T11:01:02.787519,Jaromír Kohlíček,Vítěz,1000,12.1. 12:00,60911,,
2017-01-22T23:01:06.408347,Miloš Zeman,Vítěz,2.05,12.1. 12:00,60210,,
2017-01-22T23:01:06.408347,Michal Horáček,Vítěz,3.3,12.1. 12:00,60211,,
2017-01-22T23:01:06.408347,Jan Švejnar,Vítěz,22,12.1. 12:00,60212,,
2017-01-22T23:01:06.408347,Tomáš Halík,Vítěz,82,12.1. 12:00,60213,,
2017-01-22T23:01:06.408347,Jiří Pospíšil,Vítěz,20,12.1. 12:00,60292,,
2017-01-22T23:01:06.408347,Jiří Dienstbier,Vítěz,105,12.1. 12:00,60293,,
2017-01-22T23:01:06.408347,Pavel Rychetský,Vítěz,25,12.1. 12:00,60294,,
2017-01-22T23:01:06.408347,Zuzana Roithová,Vítěz,72,12.1. 12:00,60295,,
2017-01-22T23:01:06.408347,Vladimír Dlouhý,Vítěz,60,12.1. 12:00,60296,,
2017-01-22T23:01:06.408347,Andrej Babiš,Vítěz,37,12.1. 12:00,60297,,
2017-01-22T23:01:06.408347,Tomio Okamura,Vítěz,100,12.1. 12:00,60298,,
2017-01-22T23:01:06.408347,Jaroslav Kubera,Vítěz,100,12.1. 12:00,60299,,
2017-01-22T23:01:06.408347,Václav Klaus st.,Vítěz,36,12.1. 12:00,60300,,
2017-01-22T23:01:06.408347,Livia Klausová,Vítěz,500,12.1. 12:00,60301,,
2017-01-22T23:01:06.408347,Václav Klaus ml.,Vítěz,200,12.1. 12:00,60302,,
2017-01-22T23:01:06.408347,Zdeněk Škromach,Vítěz,250,12.1. 12:00,60303,,
2017-01-22T23:01:06.408347,Petr Pavel,Vítěz,250,12.1. 12:00,60304,,
2017-01-22T23:01:06.408347,Jaromír Jágr,Vítěz,680,12.1. 12:00,60305,,
2017-01-22T23:01:06.408347,Miroslav Sládek,Vítěz,3113,12.1. 12:00,60306,,
2017-01-22T23:01:06.408347,Karel Gott,Vítěz,750,12.1. 12:00,60307,,
2017-01-22T23:01:06.408347,Marek Eben,Vítěz,333,12.1. 12:00,60308,,
2017-01-22T23:01:06.408347,Milan Kohout,Vítěz,1555,12.1. 12:00,60309,,
2017-01-22T23:01:06.408347,Jana Yngland Hrušková,Vítěz,2111,12.1. 12:00,60310,,
2017-01-22T23:01:06.408347,Marek Hilšer,Vítěz,2111,12.1. 12:00,60311,,
2017-01-22T23:01:06.408347,Vladimír Špidla,Vítěz,525,12.1. 12:00,60312,,
2017-01-22T23:01:06.408347,Martin Stropnický,Vítěz,10,12.1. 12:00,60313,,
2017-01-22T23:01:06.408347,Marek Dalík,Vítěz,9999,12.1. 12:00,60314,,
2017-01-22T23:01:06.408347,Daniel Herman,Vítěz,100,12.1. 12:00,60321,,
2017-01-22T23:01:06.408347,Karel Schwarzenberg,Vítěz,55,12.1. 12:00,60322,,
2017-01-22T23:01:06.408347,Jan Kraus,Vítěz,888,12.1. 12:00,60323,,
2017-01-22T23:01:06.408347,Luděk Sobota,Vítěz,5555,12.1. 12:00,60382,,
2017-01-22T23:01:06.408347,Igor Sládek,Vítěz,15,12.1. 12:00,60483,,
2017-01-22T23:01:06.408347,Petr Robejšek,Vítěz,13,12.1. 12:00,60487,,
2017-01-22T23:01:06.408347,Jiří Dolejš,Vítěz,60,12.1. 12:00,60907,,
2017-01-22T23:01:06.408347,Pavel Kováčik,Vítěz,60,12.1. 12:00,60909,,
2017-01-22T23:01:06.408347,Josef Skála,Vítěz,1000,12.1. 12:00,60910,,
2017-01-22T23:01:06.408347,Jaromír Kohlíček,Vítěz,1000,12.1. 12:00,60911,,
2017-01-23T11:01:02.719544,Miloš Zeman,Vítěz,2.05,12.1. 12:00,60210,,
2017-01-23T11:01:02.719544,Michal Horáček,Vítěz,3.3,12.1. 12:00,60211,,
2017-01-23T11:01:02.719544,Jan Švejnar,Vítěz,22,12.1. 12:00,60212,,
2017-01-23T11:01:02.719544,Tomáš Halík,Vítěz,82,12.1. 12:00,60213,,
2017-01-23T11:01:02.719544,Jiří Pospíšil,Vítěz,20,12.1. 12:00,60292,,
2017-01-23T11:01:02.719544,Jiří Dienstbier,Vítěz,105,12.1. 12:00,60293,,
2017-01-23T11:01:02.719544,Pavel Rychetský,Vítěz,25,12.1. 12:00,60294,,
2017-01-23T11:01:02.719544,Zuzana Roithová,Vítěz,72,12.1. 12:00,60295,,
2017-01-23T11:01:02.719544,Vladimír Dlouhý,Vítěz,60,12.1. 12:00,60296,,
2017-01-23T11:01:02.719544,Andrej Babiš,Vítěz,37,12.1. 12:00,60297,,
2017-01-23T11:01:02.719544,Tomio Okamura,Vítěz,100,12.1. 12:00,60298,,
2017-01-23T11:01:02.719544,Jaroslav Kubera,Vítěz,100,12.1. 12:00,60299,,
2017-01-23T11:01:02.719544,Václav Klaus st.,Vítěz,36,12.1. 12:00,60300,,
2017-01-23T11:01:02.719544,Livia Klausová,Vítěz,500,12.1. 12:00,60301,,
2017-01-23T11:01:02.719544,Václav Klaus ml.,Vítěz,200,12.1. 12:00,60302,,
2017-01-23T11:01:02.719544,Zdeněk Škromach,Vítěz,250,12.1. 12:00,60303,,
2017-01-23T11:01:02.719544,Petr Pavel,Vítěz,250,12.1. 12:00,60304,,
