date,title,result,odds,date_bet,identifier
2017-05-07T10:01:02.389097,v květnu 2017 pojede s prezidentem ČR na oficiální návštěvu do Číny,ano,100,10.5. 20:00,61830
2017-05-07T10:01:02.389097,Prezident Zeman odsouhlasí návrh na odvolání A.Babiše do 1.6.2017,ano,1.5,12.5. 20:00,61498
2017-05-07T10:01:02.389097,do konce roku 2023 bude kandidovat na prezidenta ČR,ano,3,12.5. 20:00,61509
2017-05-07T10:01:02.389097,stráví víkend 13.5.-14.5.2017 na Čapím hnízdě v Olbramovicích,ano,77,12.5. 20:00,61829
2017-05-07T10:01:02.389097,v roce 2021 bude kandidovat za hnutí ANO,ano,300,12.5. 20:00,61831
2017-05-07T10:01:02.389097,"prohlásí do 19.10.2017, že je od narození komik a situací s demisí chtěl pobavit český národ",ano,1.1,12.5. 20:00,61832
2017-05-07T10:01:02.389097,odletí do 19.10.2017 s celou vládou na Mars (vč. A.Babiše),ano,2020,12.5. 20:00,61833
2017-05-07T22:01:24.299243,v květnu 2017 pojede s prezidentem ČR na oficiální návštěvu do Číny,ano,100,10.5. 20:00,61830
2017-05-07T22:01:24.299243,Prezident Zeman odsouhlasí návrh na odvolání A.Babiše do 1.6.2017,ano,1.5,12.5. 20:00,61498
2017-05-07T22:01:24.299243,do konce roku 2023 bude kandidovat na prezidenta ČR,ano,3,12.5. 20:00,61509
2017-05-07T22:01:24.299243,stráví víkend 13.5.-14.5.2017 na Čapím hnízdě v Olbramovicích,ano,77,12.5. 20:00,61829
2017-05-07T22:01:24.299243,v roce 2021 bude kandidovat za hnutí ANO,ano,300,12.5. 20:00,61831
2017-05-07T22:01:24.299243,"prohlásí do 19.10.2017, že je od narození komik a situací s demisí chtěl pobavit český národ",ano,1.1,12.5. 20:00,61832
2017-05-07T22:01:24.299243,odletí do 19.10.2017 s celou vládou na Mars (vč. A.Babiše),ano,2020,12.5. 20:00,61833
2017-05-08T10:01:02.978530,v květnu 2017 pojede s prezidentem ČR na oficiální návštěvu do Číny,ano,100,10.5. 20:00,61830
2017-05-08T10:01:02.978530,Prezident Zeman odsouhlasí návrh na odvolání A.Babiše do 1.6.2017,ano,1.25,12.5. 20:00,61498
2017-05-08T10:01:02.978530,do konce roku 2023 bude kandidovat na prezidenta ČR,ano,3,12.5. 20:00,61509
2017-05-08T10:01:02.978530,stráví víkend 13.5.-14.5.2017 na Čapím hnízdě v Olbramovicích,ano,77,12.5. 20:00,61829
2017-05-08T10:01:02.978530,v roce 2021 bude kandidovat za hnutí ANO,ano,300,12.5. 20:00,61831
2017-05-08T10:01:02.978530,"prohlásí do 19.10.2017, že je od narození komik a situací s demisí chtěl pobavit český národ",ano,1.1,12.5. 20:00,61832
2017-05-08T10:01:02.978530,odletí do 19.10.2017 s celou vládou na Mars (vč. A.Babiše),ano,2020,12.5. 20:00,61833
2017-05-08T22:01:41.174581,v květnu 2017 pojede s prezidentem ČR na oficiální návštěvu do Číny,ano,100,10.5. 20:00,61830
2017-05-08T22:01:41.174581,Prezident Zeman odsouhlasí návrh na odvolání A.Babiše do 1.6.2017,ano,1.25,12.5. 20:00,61498
2017-05-08T22:01:41.174581,do konce roku 2023 bude kandidovat na prezidenta ČR,ano,3,12.5. 20:00,61509
2017-05-08T22:01:41.174581,stráví víkend 13.5.-14.5.2017 na Čapím hnízdě v Olbramovicích,ano,77,12.5. 20:00,61829
2017-05-08T22:01:41.174581,v roce 2021 bude kandidovat za hnutí ANO,ano,300,12.5. 20:00,61831
2017-05-08T22:01:41.174581,"prohlásí do 19.10.2017, že je od narození komik a situací s demisí chtěl pobavit český národ",ano,1.1,12.5. 20:00,61832
2017-05-08T22:01:41.174581,odletí do 19.10.2017 s celou vládou na Mars (vč. A.Babiše),ano,2020,12.5. 20:00,61833
2017-05-09T10:01:03.312242,v květnu 2017 pojede s prezidentem ČR na oficiální návštěvu do Číny,ano,100,10.5. 20:00,61830
2017-05-09T10:01:03.312242,Prezident Zeman odsouhlasí návrh na odvolání A.Babiše do 1.6.2017,ano,1.25,12.5. 20:00,61498
2017-05-09T10:01:03.312242,do konce roku 2023 bude kandidovat na prezidenta ČR,ano,3,12.5. 20:00,61509
2017-05-09T10:01:03.312242,stráví víkend 13.5.-14.5.2017 na Čapím hnízdě v Olbramovicích,ano,77,12.5. 20:00,61829
2017-05-09T10:01:03.312242,v roce 2021 bude kandidovat za hnutí ANO,ano,300,12.5. 20:00,61831
2017-05-09T10:01:03.312242,"prohlásí do 19.10.2017, že je od narození komik a situací s demisí chtěl pobavit český národ",ano,1.1,12.5. 20:00,61832
2017-05-09T10:01:03.312242,odletí do 19.10.2017 s celou vládou na Mars (vč. A.Babiše),ano,2020,12.5. 20:00,61833
2017-05-09T22:01:02.810912,v květnu 2017 pojede s prezidentem ČR na oficiální návštěvu do Číny,ano,100,10.5. 20:00,61830
2017-05-09T22:01:02.810912,Prezident Zeman odsouhlasí návrh na odvolání A.Babiše do 1.6.2017,ano,1.25,12.5. 20:00,61498
2017-05-09T22:01:02.810912,do konce roku 2023 bude kandidovat na prezidenta ČR,ano,3,12.5. 20:00,61509
2017-05-09T22:01:02.810912,stráví víkend 13.5.-14.5.2017 na Čapím hnízdě v Olbramovicích,ano,77,12.5. 20:00,61829
2017-05-09T22:01:02.810912,v roce 2021 bude kandidovat za hnutí ANO,ano,300,12.5. 20:00,61831
2017-05-09T22:01:02.810912,"prohlásí do 19.10.2017, že je od narození komik a situací s demisí chtěl pobavit český národ",ano,1.1,12.5. 20:00,61832
2017-05-09T22:01:02.810912,odletí do 19.10.2017 s celou vládou na Mars (vč. A.Babiše),ano,2020,12.5. 20:00,61833
