date,title,result,odds,date_bet,identifier
2017-10-15T10:01:02.023930,Diminik Feri - TOP 09 2017 / Praha,ano,1.5,20.10. 14:00,90173
2017-10-15T10:01:02.023930,Olga Sommerová - TOP 09 2017 / Praha,ano,1.8,20.10. 14:00,90174
2017-10-15T10:01:02.023930,Hayato Okamura - KDU-ČSL 2017 / Praha,ano,8,20.10. 14:00,90175
2017-10-15T10:01:02.023930,Ladislav Vízek - SPORTOVCI 2017 / Praha,ano,30,20.10. 14:00,90176
2017-10-15T10:01:02.023930,Václav Klaus - ODS 2017 / Praha,ano,1.03,20.10. 14:00,90177
2017-10-15T10:01:02.023930,Pavel Ploc - ČSSD 2017 / Liberecký,ano,1.2,20.10. 14:00,90178
2017-10-15T10:01:02.023930,Marek Vávra - ANO 2011 2017 / Liberecký,ano,3,20.10. 14:00,90179
2017-10-15T10:01:02.023930,Milan Hnilička - ANO 2011 2017 / Středočeský,ano,1.1,20.10. 14:00,90180
2017-10-15T10:01:02.023930,Stanislav Berkovec - ANO 2011 2017 / Středočeský,ano,1.4,20.10. 14:00,90181
2017-10-15T10:01:02.023930,Petr Gazdík - STAN 2017 / Zlínský,ano,3,20.10. 14:00,90182
2017-10-15T10:01:02.023930,Vratislav Mlynář - SPO 2017 / Zlínský,ano,22,20.10. 14:00,90183
2017-10-15T10:01:02.023930,Miroslav Grebeníček - KSČM 2017 / Jihomoravský,ano,1.3,20.10. 14:00,90184
2017-10-15T10:01:02.023930,Jakub Janda - ODS 2017 / Moravskoslezský,ano,3.5,20.10. 14:00,90185
2017-10-15T22:01:03.174969,Diminik Feri - TOP 09 2017 / Praha,ano,1.45,20.10. 14:00,90173
2017-10-15T22:01:03.174969,Olga Sommerová - TOP 09 2017 / Praha,ano,1.8,20.10. 14:00,90174
2017-10-15T22:01:03.174969,Hayato Okamura - KDU-ČSL 2017 / Praha,ano,8,20.10. 14:00,90175
2017-10-15T22:01:03.174969,Ladislav Vízek - SPORTOVCI 2017 / Praha,ano,30,20.10. 14:00,90176
2017-10-15T22:01:03.174969,Václav Klaus - ODS 2017 / Praha,ano,1.03,20.10. 14:00,90177
2017-10-15T22:01:03.174969,Pavel Ploc - ČSSD 2017 / Liberecký,ano,1.2,20.10. 14:00,90178
2017-10-15T22:01:03.174969,Marek Vávra - ANO 2011 2017 / Liberecký,ano,3,20.10. 14:00,90179
2017-10-15T22:01:03.174969,Milan Hnilička - ANO 2011 2017 / Středočeský,ano,1.06,20.10. 14:00,90180
2017-10-15T22:01:03.174969,Stanislav Berkovec - ANO 2011 2017 / Středočeský,ano,1.4,20.10. 14:00,90181
2017-10-15T22:01:03.174969,Petr Gazdík - STAN 2017 / Zlínský,ano,3,20.10. 14:00,90182
2017-10-15T22:01:03.174969,Vratislav Mlynář - SPO 2017 / Zlínský,ano,22,20.10. 14:00,90183
2017-10-15T22:01:03.174969,Miroslav Grebeníček - KSČM 2017 / Jihomoravský,ano,1.3,20.10. 14:00,90184
2017-10-15T22:01:03.174969,Jakub Janda - ODS 2017 / Moravskoslezský,ano,3.5,20.10. 14:00,90185
2017-10-16T10:01:02.213627,Diminik Feri - TOP 09 2017 / Praha,ano,1.4,20.10. 14:00,90173
2017-10-16T10:01:02.213627,Olga Sommerová - TOP 09 2017 / Praha,ano,1.8,20.10. 14:00,90174
2017-10-16T10:01:02.213627,Hayato Okamura - KDU-ČSL 2017 / Praha,ano,8,20.10. 14:00,90175
2017-10-16T10:01:02.213627,Ladislav Vízek - SPORTOVCI 2017 / Praha,ano,30,20.10. 14:00,90176
2017-10-16T10:01:02.213627,Václav Klaus - ODS 2017 / Praha,ano,1.03,20.10. 14:00,90177
2017-10-16T10:01:02.213627,Pavel Ploc - ČSSD 2017 / Liberecký,ano,1.2,20.10. 14:00,90178
2017-10-16T10:01:02.213627,Marek Vávra - ANO 2011 2017 / Liberecký,ano,3,20.10. 14:00,90179
2017-10-16T10:01:02.213627,Milan Hnilička - ANO 2011 2017 / Středočeský,ano,1.06,20.10. 14:00,90180
2017-10-16T10:01:02.213627,Stanislav Berkovec - ANO 2011 2017 / Středočeský,ano,1.4,20.10. 14:00,90181
2017-10-16T10:01:02.213627,Petr Gazdík - STAN 2017 / Zlínský,ano,3,20.10. 14:00,90182
2017-10-16T10:01:02.213627,Vratislav Mlynář - SPO 2017 / Zlínský,ano,22,20.10. 14:00,90183
2017-10-16T10:01:02.213627,Miroslav Grebeníček - KSČM 2017 / Jihomoravský,ano,1.3,20.10. 14:00,90184
2017-10-16T10:01:02.213627,Jakub Janda - ODS 2017 / Moravskoslezský,ano,3.5,20.10. 14:00,90185
2017-10-16T22:01:01.796239,Diminik Feri - TOP 09 2017 / Praha,ano,1.35,20.10. 14:00,90173
2017-10-16T22:01:01.796239,Olga Sommerová - TOP 09 2017 / Praha,ano,1.8,20.10. 14:00,90174
