date,title,result,odds,date_bet,identifier
2018-01-17T18:01:03.421120,Prezident M.Zeman bude volit ve stejné volební místnosti jako v 1.kole ZŠ Brdičkova ulice,ano,1.15,26.1. 10:00,7230
2018-01-17T18:01:03.421120,Kandidát J.Drahoš odvolí dříve než prezident M.Zeman,ano,2.25,26.1. 10:00,7231
2018-01-17T18:01:03.421120,Prezident M.Zeman přijde volit společně s dcerou Kateřinou,ano,3,26.1. 10:00,7232
2018-01-17T18:01:03.421120,Doprovod prezidenta Zemana Vladimír Kruliš se bude po celou dobu ve volební místnosti usmívat,ano,1.01,26.1. 10:00,7233
2018-01-17T18:01:03.421120,V přítomnosti prezidenta M.Zemana bude po volební místnosti pobíhat nahá žena,ano,100,26.1. 10:00,7234
2018-01-18T06:01:03.669358,Prezident M.Zeman bude volit ve stejné volební místnosti jako v 1.kole ZŠ Brdičkova ulice,ano,1.15,26.1. 10:00,7230
2018-01-18T06:01:03.669358,Kandidát J.Drahoš odvolí dříve než prezident M.Zeman,ano,2.25,26.1. 10:00,7231
2018-01-18T06:01:03.669358,Prezident M.Zeman přijde volit společně s dcerou Kateřinou,ano,3,26.1. 10:00,7232
2018-01-18T06:01:03.669358,Doprovod prezidenta Zemana Vladimír Kruliš se bude po celou dobu ve volební místnosti usmívat,ano,1.01,26.1. 10:00,7233
2018-01-18T06:01:03.669358,V přítomnosti prezidenta M.Zemana bude po volební místnosti pobíhat nahá žena,ano,100,26.1. 10:00,7234
2018-01-18T18:01:02.953740,Prezident M.Zeman bude volit ve stejné volební místnosti jako v 1.kole ZŠ Brdičkova ulice,ano,1.15,26.1. 10:00,7230
2018-01-18T18:01:02.953740,Kandidát J.Drahoš odvolí dříve než prezident M.Zeman,ano,2.25,26.1. 10:00,7231
2018-01-18T18:01:02.953740,Prezident M.Zeman přijde volit společně s dcerou Kateřinou,ano,3,26.1. 10:00,7232
2018-01-18T18:01:02.953740,Doprovod prezidenta Zemana Vladimír Kruliš se bude po celou dobu ve volební místnosti usmívat,ano,1.01,26.1. 10:00,7233
2018-01-19T06:01:03.130969,Prezident M.Zeman bude volit ve stejné volební místnosti jako v 1.kole ZŠ Brdičkova ulice,ano,1.02,26.1. 10:00,7230
2018-01-19T06:01:03.130969,Kandidát J.Drahoš odvolí dříve než prezident M.Zeman,ano,2.25,26.1. 10:00,7231
2018-01-19T06:01:03.130969,Prezident M.Zeman přijde volit společně s dcerou Kateřinou,ano,3,26.1. 10:00,7232
2018-01-19T06:01:03.130969,Doprovod prezidenta Zemana Vladimír Kruliš se bude po celou dobu ve volební místnosti usmívat,ano,1.01,26.1. 10:00,7233
2018-01-19T06:01:03.130969,V přítomnosti prezidenta M.Zemana bude po volební místnosti pobíhat nahá žena,ano,4,26.1. 10:00,7234
2018-01-19T18:01:03.573710,Prezident M.Zeman bude volit ve stejné volební místnosti jako v 1.kole ZŠ Brdičkova ulice,ano,1.02,26.1. 10:00,7230
2018-01-19T18:01:03.573710,Kandidát J.Drahoš odvolí dříve než prezident M.Zeman,ano,2.25,26.1. 10:00,7231
2018-01-19T18:01:03.573710,Prezident M.Zeman přijde volit společně s dcerou Kateřinou,ano,3,26.1. 10:00,7232
2018-01-19T18:01:03.573710,Doprovod prezidenta Zemana Vladimír Kruliš se bude po celou dobu ve volební místnosti usmívat,ano,1.01,26.1. 10:00,7233
2018-01-19T18:01:03.573710,V přítomnosti prezidenta M.Zemana bude po volební místnosti pobíhat nahá žena,ano,8,26.1. 10:00,7234
2018-01-20T06:01:03.073335,Prezident M.Zeman bude volit ve stejné volební místnosti jako v 1.kole ZŠ Brdičkova ulice,ano,1.02,26.1. 10:00,7230
2018-01-20T06:01:03.073335,Kandidát J.Drahoš odvolí dříve než prezident M.Zeman,ano,2.25,26.1. 10:00,7231
2018-01-20T06:01:03.073335,Prezident M.Zeman přijde volit společně s dcerou Kateřinou,ano,3,26.1. 10:00,7232
2018-01-20T06:01:03.073335,Doprovod prezidenta Zemana Vladimír Kruliš se bude po celou dobu ve volební místnosti usmívat,ano,1.01,26.1. 10:00,7233
2018-01-20T06:01:03.073335,V přítomnosti prezidenta M.Zemana bude po volební místnosti pobíhat nahá žena,ano,12,26.1. 10:00,7234
2018-01-20T18:01:02.875320,Prezident M.Zeman bude volit ve stejné volební místnosti jako v 1.kole ZŠ Brdičkova ulice,ano,1.02,26.1. 10:00,7230
2018-01-20T18:01:02.875320,Prezident M.Zeman přijde volit společně s dcerou Kateřinou,ano,3,26.1. 10:00,7232
2018-01-20T18:01:02.875320,Doprovod prezidenta Zemana Vladimír Kruliš se bude po celou dobu ve volební místnosti usmívat,ano,1.01,26.1. 10:00,7233
2018-01-20T18:01:02.875320,V přítomnosti prezidenta M.Zemana bude po volební místnosti pobíhat nahá žena,ano,12,26.1. 10:00,7234
2018-01-21T06:01:03.571963,Prezident M.Zeman bude volit ve stejné volební místnosti jako v 1.kole ZŠ Brdičkova ulice,ano,1.02,26.1. 10:00,7230
2018-01-21T06:01:03.571963,Kandidát J.Drahoš odvolí dříve než prezident M.Zeman,ano,2.1,26.1. 10:00,7231
2018-01-21T06:01:03.571963,Prezident M.Zeman přijde volit společně s dcerou Kateřinou,ano,3,26.1. 10:00,7232
2018-01-21T06:01:03.571963,Doprovod prezidenta Zemana Vladimír Kruliš se bude po celou dobu ve volební místnosti usmívat,ano,1.01,26.1. 10:00,7233
2018-01-21T06:01:03.571963,V přítomnosti prezidenta M.Zemana bude po volební místnosti pobíhat nahá žena,ano,12,26.1. 10:00,7234
2018-01-21T18:01:03.456408,Prezident M.Zeman bude volit ve stejné volební místnosti jako v 1.kole ZŠ Brdičkova ulice,ano,1.02,26.1. 10:00,7230
2018-01-21T18:01:03.456408,Kandidát J.Drahoš odvolí dříve než prezident M.Zeman,ano,2.1,26.1. 10:00,7231
2018-01-21T18:01:03.456408,Prezident M.Zeman přijde volit společně s dcerou Kateřinou,ano,3,26.1. 10:00,7232
2018-01-21T18:01:03.456408,Doprovod prezidenta Zemana Vladimír Kruliš se bude po celou dobu ve volební místnosti usmívat,ano,1.01,26.1. 10:00,7233
2018-01-21T18:01:03.456408,V přítomnosti prezidenta M.Zemana bude po volební místnosti pobíhat nahá žena,ano,12,26.1. 10:00,7234
2018-01-22T06:01:02.925702,Prezident M.Zeman bude volit ve stejné volební místnosti jako v 1.kole ZŠ Brdičkova ulice,ano,1.02,26.1. 10:00,7230
2018-01-22T06:01:02.925702,Kandidát J.Drahoš odvolí dříve než prezident M.Zeman,ano,2,26.1. 10:00,7231
2018-01-22T06:01:02.925702,Prezident M.Zeman přijde volit společně s dcerou Kateřinou,ano,3,26.1. 10:00,7232
2018-01-22T06:01:02.925702,Doprovod prezidenta Zemana Vladimír Kruliš se bude po celou dobu ve volební místnosti usmívat,ano,1.01,26.1. 10:00,7233
2018-01-22T06:01:02.925702,V přítomnosti prezidenta M.Zemana bude po volební místnosti pobíhat nahá žena,ano,12,26.1. 10:00,7234
2018-01-22T18:01:03.353883,"Kandidát J.Drahoš vhodí obálku do volební urny bez ,,falešných"" brýlí na očích",ano,4,26.1. 10:00,7010
2018-01-22T18:01:03.353883,Prezident M.Zeman bude volit ve stejné volební místnosti jako v 1.kole ZŠ Brdičkova ulice,ano,1.02,26.1. 10:00,7230
2018-01-22T18:01:03.353883,Kandidát J.Drahoš odvolí dříve než prezident M.Zeman,ano,2,26.1. 10:00,7231
2018-01-22T18:01:03.353883,Prezident M.Zeman přijde volit společně s dcerou Kateřinou,ano,3,26.1. 10:00,7232
2018-01-22T18:01:03.353883,Doprovod prezidenta Zemana Vladimír Kruliš se bude po celou dobu ve volební místnosti usmívat,ano,1.01,26.1. 10:00,7233
2018-01-22T18:01:03.353883,V přítomnosti prezidenta M.Zemana bude po volební místnosti pobíhat nahá žena,ano,12,26.1. 10:00,7234
2018-01-23T06:01:03.147740,"Kandidát J.Drahoš vhodí obálku do volební urny bez ,,falešných"" brýlí na očích",ano,5,26.1. 10:00,7010
2018-01-23T06:01:03.147740,Kandidát J.Drahoš odvolí dříve než prezident M.Zeman,ano,2,26.1. 10:00,7231
2018-01-23T06:01:03.147740,Prezident M.Zeman přijde volit společně s dcerou Kateřinou,ano,3,26.1. 10:00,7232
2018-01-23T06:01:03.147740,Doprovod prezidenta Zemana Vladimír Kruliš se bude po celou dobu ve volební místnosti usmívat,ano,1.01,26.1. 10:00,7233
2018-01-23T06:01:03.147740,V přítomnosti prezidenta M.Zemana bude po volební místnosti pobíhat nahá žena,ano,14,26.1. 10:00,7234
