date,title,result,odds,date_bet,identifier
2018-10-16T10:01:05.771173,Václav Hampl Po volbách do Senátu PČR 2018,Vítěz,3.5,16.10. 22:00,90143
2018-10-16T10:01:05.771173,Miluše Horská Po volbách do Senátu PČR 2018,Vítěz,15,16.10. 22:00,91101
2018-10-16T10:01:05.771173,Jiří Drahoš Po volbách do Senátu PČR 2018,Vítěz,5,16.10. 22:00,91113
2018-10-16T10:01:05.771173,Jiří Čunek Po volbách do Senátu PČR 2018,Vítěz,25,16.10. 22:00,91431
2018-10-16T10:01:05.771173,Jaroslav Kubera Po volbách do Senátu PČR 2018,Vítěz,3.5,16.10. 22:00,91446
2018-10-16T10:01:05.771173,Pavel Fischer Po volbách do Senátu PČR 2018,Vítěz,15,16.10. 22:00,91448
2018-10-16T10:01:05.771173,Mikuláš Bek Po volbách do Senátu PČR 2018,Vítěz,20,16.10. 22:00,91465
2018-10-16T10:01:05.771173,Milan Štěch Po volbách do Senátu PČR 2018,Vítěz,15,16.10. 22:00,91689
2018-10-16T10:01:05.771173,Jiří Růžička Po volbách do Senátu PČR 2018,Vítěz,3.5,16.10. 22:00,93855
2018-10-16T10:01:05.771173,Miloš Vystrčil Po volbách do Senátu PČR 2018,Vítěz,10,16.10. 22:00,93857
2018-10-19T10:01:03.418420,Václav Hampl Po volbách do Senátu PČR 2018,Vítěz,20,19.10. 22:00,90143
2018-10-19T10:01:03.418420,Miluše Horská Po volbách do Senátu PČR 2018,Vítěz,40,19.10. 22:00,91101
2018-10-19T10:01:03.418420,Jiří Drahoš Po volbách do Senátu PČR 2018,Vítěz,25,19.10. 22:00,91113
2018-10-19T10:01:03.418420,Jiří Čunek Po volbách do Senátu PČR 2018,Vítěz,30,19.10. 22:00,91431
2018-10-19T10:01:03.418420,Jaroslav Kubera Po volbách do Senátu PČR 2018,Vítěz,3,19.10. 22:00,91446
2018-10-19T10:01:03.418420,Pavel Fischer Po volbách do Senátu PČR 2018,Vítěz,40,19.10. 22:00,91448
2018-10-19T10:01:03.418420,Mikuláš Bek Po volbách do Senátu PČR 2018,Vítěz,50,19.10. 22:00,91465
2018-10-19T10:01:03.418420,Milan Štěch Po volbách do Senátu PČR 2018,Vítěz,55,19.10. 22:00,91689
2018-10-19T10:01:03.418420,Jiří Růžička Po volbách do Senátu PČR 2018,Vítěz,3.5,19.10. 22:00,93855
2018-10-19T10:01:03.418420,Miloš Vystrčil Po volbách do Senátu PČR 2018,Vítěz,20,19.10. 22:00,93857
2018-10-19T10:01:03.418420,Petr Holeček Po volbách do Senátu PČR 2018,Vítěz,4.5,19.10. 22:00,93930
2018-10-19T10:01:03.418420,Zbyněk Linhart Po volbách do Senátu PČR 2018,Vítěz,4.5,19.10. 22:00,94094
2018-10-22T22:01:03.006992,Václav Hampl Po volbách do Senátu PČR 2018,Vítěz,8,23.10. 23:59,90143
2018-10-22T22:01:03.006992,Miluše Horská Po volbách do Senátu PČR 2018,Vítěz,45,23.10. 23:59,91101
2018-10-22T22:01:03.006992,Jiří Drahoš Po volbách do Senátu PČR 2018,Vítěz,50,23.10. 23:59,91113
2018-10-22T22:01:03.006992,Jiří Čunek Po volbách do Senátu PČR 2018,Vítěz,40,23.10. 23:59,91431
