
2019-02-19T07:01:07.518228,Šefčovič M.,V,2.4,16.3. 07:00,92408
2019-02-19T07:01:07.518228,Šefčovič M.,1-2,1.3,16.3. 07:00,92408
2019-02-19T07:01:07.518228,Mistrík R.,V,3.2,16.3. 07:00,92441
2019-02-19T07:01:07.518228,Mistrík R.,1-2,2.2,16.3. 07:00,92441
2019-02-19T19:01:04.252457,Šefčovič M.,V,2.4,16.3. 07:00,92408
2019-02-19T19:01:04.252457,Šefčovič M.,1-2,1.3,16.3. 07:00,92408
2019-02-19T19:01:04.252457,Mistrík R.,V,3.5,16.3. 07:00,92441
2019-02-19T19:01:04.252457,Mistrík R.,1-2,2.3,16.3. 07:00,92441
2019-02-28T07:01:04.770955,Šefčovič M.,V,4.5,16.3. 07:00,92408
2019-02-28T07:01:04.770955,Šefčovič M.,1-2,1.13,16.3. 07:00,92408
2019-02-28T07:01:04.770955,Harabin Š.,V,12,16.3. 07:00,92579
2019-02-28T07:01:04.770955,Harabin Š.,1-2,4.8,16.3. 07:00,92579
2019-02-28T07:01:04.770955,Čaputová Z.,V,1.15,16.3. 07:00,92595
2019-02-28T07:01:04.770955,Čaputová Z.,1-2,1.01,16.3. 07:00,92595
2019-02-28T07:01:04.770955,Bugár B.,V,190,16.3. 07:00,92596
2019-02-28T07:01:04.770955,Bugár B.,1-2,70,16.3. 07:00,92596
2019-03-03T19:01:04.531009,Šefčovič M.,V,14,16.3. 07:00,92408
2019-03-03T19:01:04.531009,Šefčovič M.,1-2,1.21,16.3. 07:00,92408
2019-03-03T19:01:04.531009,Harabin Š.,V,11,16.3. 07:00,92579
2019-03-03T19:01:04.531009,Harabin Š.,1-2,3,16.3. 07:00,92579
2019-03-03T19:01:04.531009,Čaputová Z.,V,1.02,16.3. 07:00,92595
2019-03-03T19:01:04.531009,Bugár B.,V,190,16.3. 07:00,92596
2019-03-03T19:01:04.531009,Bugár B.,1-2,70,16.3. 07:00,92596
2019-03-10T07:01:04.797419,Šefčovič M.,V,14,16.3. 07:00,92408
2019-03-10T07:01:04.797419,Šefčovič M.,1-2,1.4,16.3. 07:00,92408
2019-03-10T07:01:04.797419,Harabin Š.,V,16,16.3. 07:00,92579
2019-03-10T07:01:04.797419,Harabin Š.,1-2,2.15,16.3. 07:00,92579
2019-03-10T07:01:04.797419,Čaputová Z.,V,1.03,16.3. 07:00,92595
2019-03-10T07:01:04.797419,Čaputová Z.,1-2,1.01,16.3. 07:00,92595
2019-03-10T07:01:04.797419,Bugár B.,V,300,16.3. 07:00,92596
2019-03-10T07:01:04.797419,Bugár B.,1-2,125,16.3. 07:00,92596
2019-03-10T19:01:04.917182,Šefčovič M.,V,14,16.3. 07:00,92408
2019-03-10T19:01:04.917182,Šefčovič M.,1-2,1.4,16.3. 07:00,92408
2019-03-10T19:01:04.917182,Harabin Š.,V,16,16.3. 07:00,92579
2019-03-10T19:01:04.917182,Harabin Š.,1-2,2.15,16.3. 07:00,92579
2019-03-10T19:01:04.917182,Čaputová Z.,V,1.03,16.3. 07:00,92595
2019-03-10T19:01:04.917182,Čaputová Z.,1-2,1.01,16.3. 07:00,92595
2019-03-10T19:01:04.917182,Bugár B.,V,300,16.3. 07:00,92596
2019-03-10T19:01:04.917182,Bugár B.,1-2,125,16.3. 07:00,92596
