
2019-06-19T18:01:05.854760,Jaromír Soukup bude v roce 2020 zvolen do Senátu ČR,V,10,23.6. 10:00,94181
2019-06-19T18:01:05.854760,Hnutí List Jaromíra Soukupa celkově vyhraje Volby do zastupitelstev krajů v Česku v r.2020 Jako samostatný subjekt,V,300,23.6. 10:00,94182
2019-06-19T18:01:05.854760,Jaromír Soukup se v roce 2020 stane krajským hejtmanem,V,200,23.6. 10:00,94183
2019-06-19T18:01:05.854760,Hnutí List Jaromíra Soukupa vyhraje volby do Poslanecké sněmovny Parlamentu ČR v r.2021 Jako samostatný subjekt,V,400,23.6. 10:00,94184
2019-06-19T18:01:05.854760,Jaromír Soukup se v roce 2021 stane předsedou vlády ČR,V,200,23.6. 10:00,94198
2019-06-19T18:01:05.854760,Jaromír Soukup se v roce 2021 stane předsedou Poslanecké sněmovny Parlamentu ČR,V,300,23.6. 10:00,94199
2019-06-19T18:01:05.854760,Hnutí List Jaromíra Soukupa vyhraje volby do Zastupitelstva hl.města Prahy v r.2022 Jako samostatný subjekt,V,250,23.6. 10:00,94203
2019-06-19T18:01:05.854760,Jaromír Soukup se v roce 2022 stane primátorem hlavního města Prahy,V,200,23.6. 10:00,94205
2019-06-19T18:01:05.854760,Jaromír Soukup se v roce 2023 stane prezidentem ČR,V,22,23.6. 10:00,94207
2019-06-20T06:01:04.313570,Jaromír Soukup bude v roce 2020 zvolen do Senátu ČR,V,10,23.6. 10:00,94181
2019-06-20T06:01:04.313570,Hnutí List Jaromíra Soukupa celkově vyhraje Volby do zastupitelstev krajů v Česku v r.2020 Jako samostatný subjekt,V,300,23.6. 10:00,94182
2019-06-20T06:01:04.313570,Jaromír Soukup se v roce 2020 stane krajským hejtmanem,V,200,23.6. 10:00,94183
2019-06-20T06:01:04.313570,Hnutí List Jaromíra Soukupa vyhraje volby do Poslanecké sněmovny Parlamentu ČR v r.2021 Jako samostatný subjekt,V,400,23.6. 10:00,94184
2019-06-20T06:01:04.313570,Jaromír Soukup se v roce 2021 stane předsedou vlády ČR,V,200,23.6. 10:00,94198
2019-06-20T06:01:04.313570,Jaromír Soukup se v roce 2021 stane předsedou Poslanecké sněmovny Parlamentu ČR,V,300,23.6. 10:00,94199
2019-06-20T06:01:04.313570,Hnutí List Jaromíra Soukupa vyhraje volby do Zastupitelstva hl.města Prahy v r.2022 Jako samostatný subjekt,V,250,23.6. 10:00,94203
2019-06-20T06:01:04.313570,Jaromír Soukup se v roce 2022 stane primátorem hlavního města Prahy,V,200,23.6. 10:00,94205
2019-06-20T06:01:04.313570,Jaromír Soukup se v roce 2023 stane prezidentem ČR,V,22,23.6. 10:00,94207
2019-06-20T18:01:04.403480,Jaromír Soukup bude v roce 2020 zvolen do Senátu ČR,V,10,23.6. 10:00,94181
2019-06-20T18:01:04.403480,Hnutí List Jaromíra Soukupa celkově vyhraje Volby do zastupitelstev krajů v Česku v r.2020 Jako samostatný subjekt,V,300,23.6. 10:00,94182
2019-06-20T18:01:04.403480,Jaromír Soukup se v roce 2020 stane krajským hejtmanem,V,200,23.6. 10:00,94183
2019-06-20T18:01:04.403480,Hnutí List Jaromíra Soukupa vyhraje volby do Poslanecké sněmovny Parlamentu ČR v r.2021 Jako samostatný subjekt,V,400,23.6. 10:00,94184
2019-06-20T18:01:04.403480,Jaromír Soukup se v roce 2021 stane předsedou vlády ČR,V,200,23.6. 10:00,94198
2019-06-20T18:01:04.403480,Jaromír Soukup se v roce 2021 stane předsedou Poslanecké sněmovny Parlamentu ČR,V,300,23.6. 10:00,94199
2019-06-20T18:01:04.403480,Hnutí List Jaromíra Soukupa vyhraje volby do Zastupitelstva hl.města Prahy v r.2022 Jako samostatný subjekt,V,250,23.6. 10:00,94203
2019-06-20T18:01:04.403480,Jaromír Soukup se v roce 2022 stane primátorem hlavního města Prahy,V,200,23.6. 10:00,94205
2019-06-20T18:01:04.403480,Jaromír Soukup se v roce 2023 stane prezidentem ČR,V,22,23.6. 10:00,94207
2019-06-21T06:01:10.395717,Jaromír Soukup bude v roce 2020 zvolen do Senátu ČR,V,10,23.6. 10:00,94181
2019-06-21T06:01:10.395717,Hnutí List Jaromíra Soukupa celkově vyhraje Volby do zastupitelstev krajů v Česku v r.2020 Jako samostatný subjekt,V,300,23.6. 10:00,94182
2019-06-21T06:01:10.395717,Jaromír Soukup se v roce 2020 stane krajským hejtmanem,V,200,23.6. 10:00,94183
2019-06-21T06:01:10.395717,Hnutí List Jaromíra Soukupa vyhraje volby do Poslanecké sněmovny Parlamentu ČR v r.2021 Jako samostatný subjekt,V,400,23.6. 10:00,94184
2019-06-21T06:01:10.395717,Jaromír Soukup se v roce 2021 stane předsedou vlády ČR,V,200,23.6. 10:00,94198
2019-06-21T06:01:10.395717,Jaromír Soukup se v roce 2021 stane předsedou Poslanecké sněmovny Parlamentu ČR,V,300,23.6. 10:00,94199
2019-06-21T06:01:10.395717,Hnutí List Jaromíra Soukupa vyhraje volby do Zastupitelstva hl.města Prahy v r.2022 Jako samostatný subjekt,V,250,23.6. 10:00,94203
2019-06-21T06:01:10.395717,Jaromír Soukup se v roce 2022 stane primátorem hlavního města Prahy,V,200,23.6. 10:00,94205
2019-06-21T06:01:10.395717,Jaromír Soukup se v roce 2023 stane prezidentem ČR,V,22,23.6. 10:00,94207
2019-06-21T18:01:04.732184,Jaromír Soukup bude v roce 2020 zvolen do Senátu ČR,V,10,23.6. 10:00,94181
2019-06-21T18:01:04.732184,Hnutí List Jaromíra Soukupa celkově vyhraje Volby do zastupitelstev krajů v Česku v r.2020 Jako samostatný subjekt,V,300,23.6. 10:00,94182
2019-06-21T18:01:04.732184,Jaromír Soukup se v roce 2020 stane krajským hejtmanem,V,200,23.6. 10:00,94183
2019-06-21T18:01:04.732184,Hnutí List Jaromíra Soukupa vyhraje volby do Poslanecké sněmovny Parlamentu ČR v r.2021 Jako samostatný subjekt,V,400,23.6. 10:00,94184
2019-06-21T18:01:04.732184,Jaromír Soukup se v roce 2021 stane předsedou vlády ČR,V,200,23.6. 10:00,94198
2019-06-21T18:01:04.732184,Jaromír Soukup se v roce 2021 stane předsedou Poslanecké sněmovny Parlamentu ČR,V,300,23.6. 10:00,94199
2019-06-21T18:01:04.732184,Hnutí List Jaromíra Soukupa vyhraje volby do Zastupitelstva hl.města Prahy v r.2022 Jako samostatný subjekt,V,250,23.6. 10:00,94203
2019-06-21T18:01:04.732184,Jaromír Soukup se v roce 2022 stane primátorem hlavního města Prahy,V,200,23.6. 10:00,94205
2019-06-21T18:01:04.732184,Jaromír Soukup se v roce 2023 stane prezidentem ČR,V,22,23.6. 10:00,94207
