date,Alexandria Ocasio-Cortez,Andrew Cuomo,Arnold Schwarzenegger,Bernie Sanders,Bill Gates,Chelsea Clinton,Donald Trump,Donald Trump Jr.,Dwayne Johnson,Elizabeth Warren,Eric Trump,Gavin Newsom,George Clooney,Hillary Clinton,Ivanka Trump,Joe Biden,Joe Kennedy III,John Kasich,Kamala Harris,Kanye West,Marco Rubio,Mark Zuckerberg,Meghan Markle,Michael Bloomberg,Michelle Obama,Mike Pence,Nikki Haley,Oprah Winfrey,Pete Buttigieg,Robert F. Kennedy Jr.,Ron DeSantis,Ted Cruz,Tim Scott,Vivek Ramaswamy,muž,žena
2023-09-30,125.0,300.0,100.0,175.0,140.0,175.0,2.9,325.0,250.0,150.0,300.0,18.0,200.0,100.0,400.0,2.6999999999999993,100.0,125.0,30.0,200.0,125.0,250.0,250.0,125.0,22.0,70.0,40.0,200.0,100.0,17.0,15.0,150.0,66.0,12.0,1.1,6.0
2023-10-01,-1.0,300.0,100.0,175.0,140.0,175.0,2.8,325.0,300.0,150.0,300.0,14.0,200.0,100.0,-1.0,3.0,100.0,125.0,30.0,300.0,150.0,250.0,250.0,125.0,20.0,80.0,25.0,200.0,100.0,20.0,18.0,150.0,80.0,25.0,-1.0,6.0
2023-10-02,76.05882352941177,300.0,100.0,177.94117647058823,142.94117647058823,177.94117647058823,2.8000000000000007,322.05882352941177,300.0,150.0,302.94117647058823,14.0,202.94117647058823,100.0,234.88235294117646,3.0,102.94117647058823,127.94117647058823,30.0,300.0,150.0,252.94117647058823,252.94117647058823,127.94117647058823,20.0,80.0,25.0,200.0,100.0,20.0,18.0,150.0,80.0,25.0,0.23529411764705885,6.0
2023-10-03,130.0,300.0,100.0,180.0,145.0,180.0,2.8000000000000003,320.0,300.0,150.0,305.0,14.0,205.0,100.0,400.0,3.0,105.0,130.0,30.0,300.0,150.0,255.0,255.0,130.0,20.0,80.0,25.0,200.0,100.0,20.0,18.0,150.0,80.0,25.0,1.0999999999999999,6.0
2023-10-04,130.0,300.0,100.0,180.0,145.0,180.0,2.800000000000001,320.0,300.0,150.0,305.0,14.0,205.0,100.0,400.0,3.0,105.0,130.0,30.0,300.0,150.0,255.0,255.0,130.0,20.0,80.0,25.0,200.0,100.0,20.0,18.0,150.0,80.0,25.0,1.1,6.0
2023-10-05,130.0,300.0,100.0,180.0,145.0,180.0,2.800000000000001,320.0,300.0,150.0,305.0,14.0,205.0,100.0,400.0,3.0,105.0,130.0,30.0,300.0,150.0,255.0,255.0,130.0,20.0,80.0,25.0,200.0,100.0,20.0,18.0,150.0,80.0,25.0,1.1,6.0
2023-10-06,130.0,300.0,100.0,180.0,145.0,180.0,2.800000000000001,320.0,300.0,150.0,305.0,14.0,205.0,100.0,400.0,3.0,105.0,130.0,30.0,300.0,150.0,255.0,255.0,130.0,20.0,80.0,25.0,200.0,100.0,20.0,18.0,150.0,80.0,25.0,1.1,6.0
2023-10-07,130.0,300.0,100.0,180.0,145.0,180.0,2.8000000000000007,320.0,300.0,150.0,305.0,14.0,205.0,100.0,400.0,3.0,105.0,130.0,30.0,300.0,150.0,255.0,255.0,130.0,20.0,80.0,25.0,200.0,100.0,20.0,18.0,150.0,80.0,25.0,1.1,6.0
2023-10-08,130.0,300.0,100.0,180.0,145.0,180.0,2.800000000000001,320.0,300.0,150.0,305.0,14.0,205.0,100.0,400.0,3.0,105.0,130.0,30.0,300.0,150.0,255.0,255.0,130.0,20.0,80.0,25.0,200.0,100.0,20.0,18.0,150.0,80.0,25.0,1.1,6.0
2023-10-09,130.0,300.0,100.0,180.0,145.0,180.0,2.800000000000001,320.0,300.0,150.0,305.0,14.0,205.0,100.0,400.0,3.0,105.0,130.0,30.0,300.0,150.0,255.0,255.0,130.0,20.0,80.0,25.0,200.0,100.0,20.0,18.0,150.0,80.0,25.0,1.1,6.0
2023-10-10,130.0,300.0,100.0,180.0,145.0,180.0,2.800000000000001,320.0,300.0,150.0,305.0,14.0,205.0,100.0,400.0,3.0,105.0,130.0,30.0,300.0,150.0,255.0,255.0,130.0,20.0,80.0,25.0,200.0,100.0,20.0,18.0,150.0,80.0,25.0,1.1,6.0
2023-10-11,130.0,300.0,100.0,180.0,145.0,180.0,2.800000000000001,320.0,300.0,150.0,305.0,14.0,205.0,100.0,400.0,3.0,105.0,130.0,30.0,300.0,150.0,255.0,255.0,130.0,20.0,80.0,25.0,200.0,100.0,20.0,18.0,150.0,80.0,25.0,1.1,6.0
2023-10-12,130.0,300.0,100.0,180.0,145.0,180.0,2.800000000000001,320.0,300.0,150.0,305.0,14.0,205.0,100.0,400.0,3.0,105.0,130.0,30.0,300.0,150.0,255.0,255.0,130.0,20.0,80.0,25.0,200.0,100.0,20.0,18.0,150.0,80.0,25.0,1.1,6.0
2023-10-13,130.0,300.0,100.0,180.0,145.0,180.0,2.6999999999999997,320.0,300.0,150.0,305.0,13.5,205.0,100.0,400.0,3.0,105.0,130.0,30.0,300.0,150.0,255.0,255.0,130.0,20.0,80.0,25.0,200.0,100.0,20.0,18.0,150.0,80.0,25.0,1.1,6.0
2023-10-14,130.0,300.0,100.0,180.0,145.0,180.0,2.5999999999999996,320.0,300.0,150.0,305.0,13.0,205.0,100.0,400.0,3.0,105.0,130.0,30.0,300.0,150.0,255.0,255.0,130.0,20.0,80.0,25.0,200.0,100.0,20.0,18.0,150.0,80.0,25.0,1.1,6.0
2023-10-15,130.0,300.0,100.0,180.0,145.0,180.0,2.5999999999999996,320.0,300.0,150.0,305.0,13.0,205.0,100.0,400.0,3.0,105.0,130.0,30.0,300.0,150.0,255.0,255.0,130.0,20.0,80.0,25.0,200.0,100.0,20.0,18.0,150.0,80.0,25.0,1.1,6.0
2023-10-16,130.0,300.0,100.0,180.0,145.0,180.0,2.5999999999999996,320.0,300.0,150.0,305.0,13.0,205.0,100.0,400.0,3.0,105.0,130.0,30.0,300.0,150.0,255.0,255.0,130.0,20.0,80.0,25.0,200.0,100.0,20.0,18.0,150.0,80.0,25.0,1.0999999999999999,6.0
2023-10-17,130.0,300.0,100.0,180.0,145.0,180.0,2.5999999999999996,320.0,300.0,150.0,305.0,13.0,205.0,100.0,400.0,3.0,105.0,130.0,30.0,300.0,150.0,255.0,255.0,130.0,20.0,80.0,25.0,200.0,100.0,20.0,18.0,150.0,80.0,25.0,1.1,6.0
2023-10-18,130.0,300.0,100.0,180.0,145.0,180.0,2.5999999999999996,320.0,300.0,150.0,305.0,13.0,205.0,100.0,400.0,3.0,105.0,130.0,30.0,300.0,150.0,255.0,255.0,130.0,19.865384615384617,80.0,25.0,200.0,100.0,20.0,18.0,150.0,80.0,25.0,1.1,6.0
2023-10-19,130.0,300.0,100.0,180.0,145.0,180.0,2.5999999999999996,320.0,300.0,150.0,305.0,13.0,205.0,100.0,400.0,3.0,105.0,130.0,30.0,300.0,150.0,255.0,255.0,130.0,19.0,80.0,25.0,200.0,100.0,20.0,18.0,150.0,80.0,25.0,1.1,6.0
2023-10-20,130.0,300.0,100.0,180.0,145.0,180.0,2.5999999999999996,320.0,300.0,150.0,305.0,13.0,205.0,100.0,400.0,3.0,105.0,130.0,30.0,300.0,150.0,255.0,255.0,130.0,19.0,80.0,25.0,200.0,100.0,20.0,18.0,150.0,80.0,25.0,1.1,6.0
2023-10-21,130.0,300.0,100.0,180.0,145.0,180.0,2.5999999999999996,320.0,300.0,150.0,305.0,13.0,205.0,100.0,400.0,3.0,105.0,130.0,30.0,300.0,150.0,255.0,255.0,130.0,19.0,80.0,25.0,200.0,100.0,20.0,18.0,150.0,80.0,25.0,1.1,6.0
