date,Hromek Zbyněk Mgr.,Janulík Miloslav MUDr.,Kadlec Rudolf Ing.,Koudelka Zdeněk doc. JUDr. Ph.D.,Koštial Rostislav,Malinkovič David PhDr.,Osička Josef Mgr.,Šlachta Róbert Mgr.,Šprtel Stanislav JUDr.
2024-09-12,30.0,5.0,10.0,30.0,1.7,30.0,2.5,6.0,30.0
2024-09-13,30.0,5.0,10.0,30.0,1.7,30.0,2.5,6.0,30.0
2024-09-14,30.0,5.0,11.0,30.0,1.7,30.0,2.566666666666667,5.666666666666667,30.0
2024-09-15,30.0,5.0,13.666666666666666,30.0,1.7166666666666668,30.0,2.8000000000000003,4.5,30.0
