date,ANO 2011 - SPOLU,Piráti - Motoristé sobě,Piráti - Stačilo!,SPD - Piráti,SPD - STAN,SPOLU - SPD,STAN - Piráti,STAN - Stačilo!,Stačilo! - Motoristé sobě
2025-09-22,1.01,1.21,1.3,1.1,1.55,1.01,1.33,1.15,1.42
