date,Demokrati,HLAS-SD,KDH,Maďarská aliancia,Republika,SNS,SaS,"Slovensko, Za ľudí",ĽSNS
2024-05-30,200.0,35.0,80.0,200.0,45.0,300.0,100.0,150.0,500.0
