date,Karpíšek Pavel Ing. Mgr.,Kroc Miroslav Ing. Mgr.,Pěnkava Jaromír Ing.,Rada Tomáš Ing.,Vanka Petr
2024-09-12,1.5,10.0,20.0,4.5,4.0
2024-09-13,1.5,10.0,20.0,4.5,4.0
2024-09-14,1.5,10.0,20.0,4.5,4.0
2024-09-15,1.5166666666666666,10.333333333333334,20.0,4.666666666666667,3.8333333333333335
2024-09-16,1.55,11.0,20.0,5.0,3.5
