date,Demokrati,HLAS-SD,KDH,Maďarská aliancia,Republika,SNS,SaS,"Slovensko, Za ľudí",ĽSNS
2024-05-30,200.0,35.0,80.0,200.0,45.0,300.0,100.0,150.0,500.0
2024-05-31,200.0,35.0,80.0,200.0,45.0,300.0,100.0,150.0,500.0
2024-06-01,200.0,35.0,80.0,200.0,45.0,300.0,100.0,150.0,500.0
2024-06-02,200.0,35.0,80.0,200.0,45.0,300.0,100.0,150.0,500.0
2024-06-03,175.0,35.0,80.0,200.0,45.0,300.0,100.0,150.0,500.0
2024-06-04,175.0,35.0,80.0,200.0,45.0,300.0,100.0,150.0,500.0
2024-06-05,175.0,38.333333333333336,86.66666666666667,200.0,50.0,300.0,100.0,150.0,500.0
2024-06-06,175.0,45.0,100.0,200.0,60.0,300.0,100.0,150.0,500.0
