date,Aliancia,Demokrati,KDH,"Modrí, Most – Híd",OĽANO A PRIATELIA,Republika,SNS,SaS,Sme rodina,ĽS Naše Slovensko
2023-09-28,11.434782608695652,4.858695652173913,1.6047826086956514,21.434782608695652,1.0200000000000002,1.1,1.8141304347826084,1.2726086956521738,4.858695652173913,15.0
2023-09-29,12.0,5.5576923076923075,1.4759615384615385,22.0,1.0128846153846152,1.1346153846153846,1.9230769230769234,1.2253846153846153,5.6923076923076925,15.0
2023-09-30,12.0,5.5,1.33,22.0,1.01,1.15,2.2,1.18,6.0,15.0
