date,Hanza Hynek Bc.,Schiller Jan Ing.,Vandas Tomáš Mgr.,Vinický Ivan,Řehák Jiří Mgr.,Žák Zdeněk
2024-09-12,1.5,2.5,15.0,15.0,6.0,25.0
2024-09-13,1.5,2.5,15.0,15.0,6.0,25.0
2024-09-14,1.5166666666666666,2.5,15.0,15.0,5.666666666666667,25.0
2024-09-15,1.55,2.5,15.0,15.0,5.0,25.0
