date,Aliancia,Demokrati,Hlas,KDH,"Modrí, Most – Híd",OĽANO A PRIATELIA,Republika,SNS,SaS,Sme rodina,ĽS Naše Slovensko
2023-09-27,10.633333333333333,6.35,1.0100000000000005,2.303333333333333,40.0,1.1050000000000004,1.2860000000000003,2.6899999999999995,1.8783333333333334,6.483333333333333,25.166666666666668
2023-09-28,21.153846153846153,10.961538461538462,1.0099999999999998,2.25,42.88461538461539,1.0699999999999998,1.2569230769230768,2.7596153846153846,1.7307692307692308,10.961538461538462,32.88461538461539
2023-09-29,24.134615384615383,12.711538461538462,1.0099999999999998,2.1788461538461545,45.0,1.035769230769231,1.315576923076923,3.0836538461538456,1.5923076923076924,12.711538461538462,31.442307692307693
2023-09-30,25.0,13.0,1.01,2.15,45.0,1.03,1.33,4.35,1.3999999999999997,13.0,30.0
