date,ANO 2011,PRO,PŘÍSAHA a MOTORISTÉ,SPD a Trikolora,SPOLU,STAČILO!,Sociální demokracie,Starostové a osobnosti pro Evropu,Svobodní,Česká pirátská strana
2024-05-30,50.0,1.1,2.29,5.31,25.0,2.55,1.13,12.0,1.01,10.0
