date,Demokrati - Maďarská aliancia,Demokrati - SNS,HLAS-SD - KDH,HLAS-SD - Republika,KDH - Demokrati,KDH - SaS,"KDH - Slovensko, Za ľudí",Progresívne Slovensko - SMER-SD,Republika - KDH,Republika - SaS,SNS - Maďarská aliancia,SaS - Demokrati,SaS - SNS,"SaS - Slovensko, Za ľudí","Slovensko, Za ľudí - Demokrati","Slovensko, Za ľudí - SNS"
2024-05-30,1.94,1.78,1.33,1.6,1.15,1.55,1.2,1.84,1.65,1.35,1.9,1.33,1.28,1.37,1.72,1.68
