date,Andrej Danko,Igor Matovič,Ján Kubiš,Krisztián Forró,Marian Kotleba,Milan Náhlik,Patrik Dubovský,Róbert Švec,Štefan Harabin
2024-03-15,300.0,10.0,50.0,50.0,300.0,500.0,400.0,500.0,1.01
2024-03-16,300.0,10.0,50.0,50.0,300.0,500.0,400.0,500.0,1.01
2024-03-17,300.0,10.0,50.0,50.0,300.0,500.0,400.0,500.0,1.01
2024-03-18,300.0,10.0,50.0,50.0,300.0,500.0,400.0,500.0,1.01
2024-03-19,,10.222222222222221,50.0,50.0,300.0,500.0,400.0,500.0,1.01
2024-03-20,,16.22222222222222,55.55555555555556,52.22222222222222,316.6666666666667,500.0,405.55555555555554,500.0,1.01
