date,Andrej Danko,Igor Matovič,Ján Kubiš,Krisztián Forró,Marian Kotleba,Milan Náhlik,Patrik Dubovský,Róbert Švec,Štefan Harabin
2024-03-15,300.0,10.0,50.0,50.0,300.0,500.0,400.0,500.0,1.01
2024-03-16,300.0,10.0,50.0,50.0,300.0,500.0,400.0,500.0,1.01
2024-03-17,300.0,10.0,50.0,50.0,300.0,500.0,400.0,500.0,1.01
2024-03-18,300.0,10.0,50.0,50.0,300.0,500.0,400.0,500.0,1.01
2024-03-19,,10.444444444444445,50.0,50.0,300.0,500.0,400.0,500.0,1.01
2024-03-20,,24.666666666666668,66.66666666666667,56.666666666666664,350.0,500.0,416.6666666666667,500.0,1.01
2024-03-21,,53.333333333333336,116.66666666666667,73.33333333333333,466.6666666666667,666.6666666666666,466.6666666666667,,1.01
2024-03-22,,60.0,150.0,80.0,500.0,1000.0,500.0,,
