date,Andrej Danko,Igor Matovič,Ján Kubiš,Krisztián Forró,Marian Kotleba,Milan Náhlik,Patrik Dubovský,Róbert Švec,Štefan Harabin
2024-03-15,2500.0,2500.0,1000.0,2500.0,2500.0,2500.0,2500.0,2500.0,33.0
