date,PRO,PŘÍSAHA a MOTORISTÉ,SPD a Trikolora,STAČILO!,Sociální demokracie,Starostové a osobnosti pro Evropu,Svobodní,Zelení,Česká pirátská strana
2024-05-30,30.0,6.0,2.01,5.5,70.0,1.05,100.0,35.0,1.22
2024-05-31,30.0,2.4,3.0,4.5,70.0,1.5,100.0,35.0,1.1
2024-06-01,86.66666666666667,2.5666666666666664,2.9,4.333333333333333,76.66666666666667,1.5333333333333332,105.0,90.0,1.11
2024-06-02,200.0,2.9,2.7,4.0,90.0,1.6,115.0,200.0,1.1
2024-06-03,300.0,3.0,2.2,3.0,100.0,1.45,150.0,200.0,1.6
2024-06-04,300.0,2.9933333333333336,2.2,2.9933333333333336,100.0,1.4266666666666665,150.0,200.0,1.5333333333333332
2024-06-05,300.0,2.98,2.2,2.98,100.0,1.38,150.0,200.0,1.3999999999999997
2024-06-06,300.0,2.98,2.2,2.98,100.0,1.38,150.0,200.0,1.4
