date,Andrej Danko,Igor Matovič,Ján Kubiš,Krisztián Forró,Marian Kotleba,Milan Náhlik,Patrik Dubovský,Róbert Švec,Štefan Harabin
2024-03-15,2500.0,2500.0,1000.0,2500.0,2500.0,2500.0,2500.0,2500.0,33.0
2024-03-16,2500.0,2500.0,1000.0,2500.0,2500.0,2500.0,2500.0,2500.0,31.75
2024-03-17,2500.0,2500.0,1000.0,2500.0,2500.0,2500.0,2500.0,2500.0,28.0
2024-03-18,2500.0,2500.0,1000.0,2500.0,2500.0,2500.0,2500.0,2500.0,28.0
2024-03-19,,2444.4444444444443,1111.111111111111,2500.0,2555.5555555555557,2555.5555555555557,2555.5555555555557,2555.5555555555557,27.666666666666668
2024-03-20,,2000.0,2000.0,2500.0,3000.0,3000.0,3000.0,3000.0,25.0
