date,Demokrati,HLAS-SD,KDH,Maďarská aliancia,Republika,SNS,SaS,"Slovensko, Za ľudí",ĽSNS
2024-05-30,18.0,1.05,2.0,12.0,1.25,25.0,4.0,10.0,60.0
