date,"Drahoš Jiří prof. Ing. DrSc., dr. h. c. mult.",Folajtár Jiří,Outrata Filip Mgr. Ph.D.,Sehnal Pavel Ing.,Svoboda Josef Mgr. Ing. Ph.D.,Vítová Vladimíra PhDr. Ph.D.,Šichtařová Markéta Ing.,Štěpánek Petr Mgr. CSc.
2024-09-12,1.01,50.0,40.0,50.0,10.5,50.0,13.5,25.0
2024-09-13,1.02,50.0,40.0,50.0,11.0,50.0,10.0,25.0
2024-09-14,1.0466666666666666,50.0,40.0,50.0,11.0,50.0,5.333333333333333,25.0
2024-09-15,1.0533333333333335,50.0,40.0,50.0,11.0,50.0,5.0,25.0
2024-09-16,1.05,50.0,40.0,50.0,11.0,50.0,5.0,25.0
2024-09-17,1.07,56.666666666666664,46.666666666666664,56.666666666666664,12.333333333333334,56.666666666666664,4.333333333333333,28.333333333333332
2024-09-18,1.0466666666666669,60.0,50.0,60.0,13.0,60.0,4.333333333333333,30.0
2024-09-19,1.03,60.0,50.0,60.0,13.0,60.0,5.0,30.0
