date,Andrej Danko,Igor Matovič,Ján Kubiš,Krisztián Forró,Marian Kotleba,Milan Náhlik,Patrik Dubovský,Róbert Švec
2024-03-15,15.0,1.5,3.5,5.0,20.0,50.0,30.0,50.0
2024-03-16,15.0,1.55,3.0,5.0,20.0,50.0,30.0,50.0
2024-03-17,15.555555555555555,1.5388888888888888,3.0555555555555554,5.0,20.0,50.0,30.0,50.0
