date,Alena Schillerová,Andrej Babiš,Filip Turek,Karel Havlíček,Marek Výborný,Petr Fiala,Petr Macinka,Robert Šlachta,Tomio Okamura,Vít Rakušan,Zdeněk Hřib
2025-09-22,20.0,1.33,100.0,3.8,70.0,10.0,100.0,200.0,60.0,15.0,200.0
