date,Demokrati,HLAS-SD,KDH,Maďarská aliancia,Republika,SNS,SaS,"Slovensko, Za ľudí",ĽSNS
2024-05-30,18.0,1.05,2.0,12.0,1.25,25.0,4.0,10.0,60.0
2024-05-31,18.0,1.05,2.0,12.0,1.25,25.0,4.0,10.0,60.0
2024-06-01,18.0,1.05,2.0,12.0,1.25,25.0,4.0,10.0,60.0
2024-06-02,10.0,1.04,2.45,12.0,1.25,25.0,3.2999999999999994,15.0,60.0
2024-06-03,10.0,1.04,2.45,12.0,1.25,25.0,3.2999999999999994,15.0,60.0
2024-06-04,8.0,1.02,3.0,12.0,1.25,25.0,3.4,15.0,60.0
2024-06-05,8.0,1.02,4.0,12.333333333333334,1.1533333333333335,26.666666666666668,3.8000000000000003,15.0,70.0
2024-06-06,8.0,1.02,4.666666666666667,13.0,1.1233333333333333,30.0,4.666666666666667,15.0,90.0
2024-06-07,8.0,1.02,5.0,13.0,1.14,30.0,5.0,15.0,90.0
