date,Demokrati - Maďarská aliancia,Demokrati - SNS,HLAS-SD - KDH,HLAS-SD - Republika,KDH - Demokrati,KDH - SaS,"KDH - Slovensko, Za ľudí",Progresívne Slovensko - SMER-SD,Republika - KDH,Republika - SaS,SNS - Maďarská aliancia,SaS - Demokrati,SaS - SNS,"SaS - Slovensko, Za ľudí","Slovensko, Za ľudí - Demokrati","Slovensko, Za ľudí - SNS"
2024-05-30,1.94,1.78,1.33,1.6,1.15,1.55,1.2,1.84,1.65,1.35,1.9,1.33,1.28,1.37,1.72,1.68
2024-05-31,1.94,1.78,1.33,1.55,1.13,1.55,1.2,1.88,1.7,1.35,2.05,1.3,1.24,1.37,1.72,1.68
2024-06-01,1.9400000000000002,1.78,1.33,1.55,1.13,1.55,1.2,1.88,1.5666666666666664,1.3500000000000003,2.05,1.3,1.24,1.37,1.72,1.68
2024-06-02,1.72,1.6333333333333335,1.2,1.3999999999999997,1.17,1.6499999999999997,1.2,1.9666666666666668,1.3833333333333335,1.3500000000000003,2.05,1.28,1.2,1.25,2.01,1.68
2024-06-03,1.72,1.6000000000000003,1.2,1.3999999999999997,1.17,1.6833333333333333,1.2,1.86,1.3233333333333335,1.3500000000000003,2.05,1.28,1.2,1.25,2.01,1.68
2024-06-04,1.6733333333333331,1.5899999999999999,1.1,1.28,1.2833333333333332,1.8,1.2,1.7166666666666668,1.3,1.33,2.0566666666666666,1.28,1.2066666666666668,1.25,2.0566666666666666,1.6866666666666665
2024-06-05,1.75,1.6,1.1,1.33,1.35,1.9,1.2,1.94,1.3,1.35,2.08,1.33,1.18,1.2,2.08,1.67
