date,Demokrati,HLAS-SD,KDH,Maďarská aliancia,Progresívne Slovensko,Republika,SMER-SD,SNS,SaS,"Slovensko, Za ľudí",ĽSNS
2024-05-30,350.0,60.0,150.0,400.0,1.84,100.0,1.84,500.0,150.0,300.0,1000.0
2024-05-31,400.0,70.0,150.0,400.0,1.88,100.0,1.72,500.0,200.0,400.0,1000.0
2024-06-01,400.0,70.0,150.0,400.0,1.88,100.0,1.72,500.0,200.0,400.0,1000.0
2024-06-02,400.0,70.0,150.0,400.0,1.9666666666666668,100.0,1.7333333333333334,500.0,200.0,450.0,1000.0
2024-06-03,400.0,70.0,150.0,400.0,1.86,100.0,1.8399999999999999,500.0,200.0,450.0,1000.0
2024-06-04,400.0,73.33333333333333,160.0,400.0,1.7166666666666668,100.0,1.9799999999999998,500.0,200.0,450.0,1000.0
2024-06-05,400.0,86.66666666666667,186.66666666666666,400.0,2.063333333333333,106.66666666666667,1.6933333333333334,500.0,200.0,450.0,1000.0
2024-06-06,400.0,100.0,200.0,400.0,2.4299999999999997,120.0,1.4849999999999999,500.0,200.0,450.0,1000.0
