date,Balatka Miroslav Ing.,Mračková Vildumetzová Jana Mgr.,Picka Jan Bc.,Terek Alexandr,Vaněk Josef JUDr.,Wittnerová Dana Mgr.
2024-09-12,1.9,1.9,6.0,13.0,20.0,7.0
2024-09-13,1.8999999999999997,1.8999999999999997,6.0,13.0,20.0,7.0
2024-09-14,1.8999999999999997,1.8999999999999997,6.0,13.0,20.0,7.0
2024-09-15,1.8999999999999997,1.8999999999999997,6.0,13.0,20.0,7.0
2024-09-16,1.9,1.9,6.0,13.0,20.0,7.0
