date,Aliancia,Demokrati,Hlas,KDH,"Modrí, Most – Híd",OĽANO A PRIATELIA,Republika,SNS,SaS,Sme rodina,ĽS Naše Slovensko
2023-09-27,30.441176470588236,17.5,1.0420588235294117,4.0,70.58823529411765,1.1841176470588233,1.6397058823529411,5.0,3.0,15.205882352941176,60.294117647058826
2023-09-28,48.17307692307692,23.903846153846153,1.04,3.777884615384615,90.0,1.1563461538461541,1.7451923076923075,5.0,2.8730769230769244,22.634615384615383,70.0
2023-09-29,50.0,27.134615384615383,1.0380769230769233,3.543269230769231,97.11538461538461,1.106730769230769,1.8500000000000003,5.990384615384615,2.7490384615384604,24.423076923076923,70.0
2023-09-30,50.0,28.0,1.02,3.5,100.0,1.08,2.0,8.0,2.45,25.0,70.0
