date,Cimprichová Pynelopi Ing. Mgr.,Fischer Pavel,Hůla Petr Ing. Ph.D.,Tylová Eva Ing.,Urban Milan Dr.-Ing.,Šťastný Boris MUDr. MBA
2024-09-12,60.0,1.02,50.0,11.0,50.0,8.0
2024-09-13,60.0,1.02,50.0,11.0,50.0,8.0
2024-09-14,60.0,1.02,50.0,11.0,50.0,8.0
2024-09-15,60.0,1.03,50.0,11.333333333333334,50.0,7.0
2024-09-16,60.0,1.05,50.0,12.0,50.0,5.0
2024-09-17,60.0,1.05,50.0,12.0,50.0,5.666666666666667
2024-09-18,60.0,1.03,50.0,12.0,50.0,6.666666666666667
2024-09-19,60.0,1.0433333333333332,50.0,12.666666666666666,50.0,6.333333333333333
2024-09-20,60.0,1.05,50.0,13.0,50.0,6.0
