date,ANO,Jihočeši 2012,ODS,STAN + HOPB
2024-09-06,1.7,20.0,1.95,9.0
2024-09-07,1.7,20.0,1.95,9.0
2024-09-08,2.0166666666666666,20.666666666666668,1.6500000000000001,9.333333333333334
2024-09-09,2.15,22.0,1.55,10.0
2024-09-10,2.05,22.0,1.65,10.0
2024-09-11,2.025,22.0,1.65,10.5
