date,Baudyš Ilja MUDr.,Chlupáč Ladislav Mgr.,Jiránek Miroslav MUDr.,Kratochvíl Martin Bc.,Liška Petr Ing.,Skalický Jan Ing.,Vlk Vladimír Ing.,Štěrba Ondřej MUDr.
2024-09-12,25.0,1.6,10.0,30.0,5.0,6.0,25.0,2.5
2024-09-13,25.0,1.6000000000000003,10.0,30.0,5.0,6.0,25.0,2.5
2024-09-14,25.0,1.6000000000000003,10.0,30.0,5.0,6.0,25.0,2.5
2024-09-15,25.0,1.6000000000000003,10.0,30.0,5.0,6.0,25.0,2.5
2024-09-16,25.0,1.6,10.0,30.0,5.0,6.0,25.0,2.5
2024-09-17,25.0,1.6000000000000003,10.0,30.0,5.0,6.0,25.0,2.5
2024-09-18,25.0,1.6000000000000003,10.0,30.0,5.0,6.0,25.0,2.5
2024-09-19,28.333333333333332,1.6000000000000003,11.333333333333334,33.333333333333336,5.0,6.666666666666667,28.333333333333332,2.5
2024-09-20,30.0,1.6,12.0,35.0,5.0,7.0,30.0,2.5
